NO_OF_FRAMES	1500
NO_OF_CAMERAS	9
NO_OF_MARKERS	34
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-02-25, 17:53:28.174	353536.23455410
DATA_INCLUDED	3D
MARKER_NAMES	QY_LKNE	QY_RKNE	QY_RPSI	QY_LPSI	QY_RASI	QY_LASI	QY_LBHD	QY_RBHD	QY_LFHD	QY_RFHD	QY_RSHO	QY_LSHO	QY_RBAK	QY_T10	QY_RCLAV	QY_LCLAV	QY_RSTOM	QY_LSTOM	QY_RELB	QY_RWRA	QY_RWRE	QY_RFIN	QY_LWRA	QY_LWRE	QY_LFIN	QY_RIND	QY_RMID	QY_RRID	QY_RPID	QY_LIND	QY_LMID	QY_LRID	QY_LPID	QY_LELB
-71.147	123.728	363.792	-83.538	-125.126	360.449	-176.767	-90.548	968.547	-183.149	49.993	972.909	-103.939	-150.493	929.312	-70.764	140.106	945.571	-122.777	81.220	1509.012	-221.043	-36.409	1504.058	-25.632	-41.391	1554.835	-116.496	-117.859	1540.622	-157.496	-125.248	1339.582	-80.933	118.337	1322.739	-230.744	-66.315	1274.630	-208.037	7.773	1130.177	-34.964	-69.396	1245.793	-9.990	37.323	1225.576	11.126	-71.854	1100.041	25.780	40.979	1080.644	-91.704	-393.873	1271.673	34.151	-627.705	1299.754	-31.209	-628.578	1293.847	20.541	-673.013	1323.214	150.647	568.683	1226.180	70.611	596.464	1231.715	131.142	630.464	1257.619	34.057	-742.570	1337.481	5.217	-754.771	1336.335	-19.873	-740.629	1335.667	-52.670	-714.191	1321.225	150.617	688.575	1262.372	132.972	693.851	1271.150	109.734	690.505	1265.573	75.469	668.529	1258.326	-17.500	370.611	1261.128
-71.180	123.716	363.811	-83.563	-125.170	360.527	-176.754	-90.509	968.613	-183.091	50.034	972.919	-103.950	-150.494	929.346	-70.729	140.087	945.567	-122.876	81.312	1509.054	-221.166	-36.255	1504.000	-25.787	-41.331	1554.987	-116.673	-117.774	1540.697	-157.434	-125.156	1339.658	-80.707	118.303	1322.701	-230.693	-66.180	1274.682	-207.987	7.859	1130.228	-34.886	-69.340	1245.810	-9.886	37.359	1225.607	11.164	-71.856	1100.098	25.901	40.950	1080.645	-91.755	-393.824	1271.774	33.987	-627.605	1299.957	-31.341	-628.514	1293.941	20.248	-672.846	1323.613	151.023	568.589	1225.843	70.999	596.472	1231.406	131.549	630.412	1257.227	33.695	-742.263	1338.350	4.541	-754.387	1337.325	-20.847	-740.095	1335.854	-53.452	-714.290	1320.552	151.051	688.537	1261.943	133.358	693.765	1270.703	110.179	690.471	1265.242	76.018	668.504	1258.091	-17.239	370.618	1260.978
-71.187	123.708	363.790	-83.595	-125.168	360.503	-176.731	-90.487	968.686	-183.057	50.070	972.984	-103.934	-150.453	929.400	-70.624	140.059	945.535	-122.935	81.381	1509.104	-221.283	-36.149	1503.923	-25.944	-41.262	1555.107	-116.847	-117.707	1540.731	-157.376	-125.036	1339.700	-80.572	118.399	1322.703	-230.614	-66.055	1274.715	-207.910	7.932	1130.235	-34.838	-69.290	1245.854	-9.781	37.404	1225.618	11.212	-71.854	1100.107	25.983	40.992	1080.664	-91.786	-393.719	1271.820	33.870	-626.931	1300.742	-31.488	-628.412	1293.956	19.798	-671.921	1324.742	151.393	568.506	1225.459	71.376	596.427	1231.048	131.980	630.305	1256.806	33.299	-741.939	1339.345	3.774	-753.900	1338.364	-22.031	-740.236	1336.250	-54.182	-714.301	1319.904	151.414	688.428	1261.437	133.861	693.911	1270.412	110.619	690.453	1264.803	76.537	668.446	1257.708	-16.945	370.649	1260.783
-71.240	123.734	363.777	-83.620	-125.153	360.486	-176.595	-90.447	968.796	-182.989	50.115	972.999	-103.917	-150.430	929.398	-70.564	140.029	945.544	-123.049	81.493	1509.157	-221.388	-36.067	1503.836	-26.036	-41.577	1554.128	-117.167	-117.786	1540.993	-157.551	-125.065	1339.832	-80.410	118.525	1322.695	-230.690	-65.744	1274.527	-207.815	8.010	1130.250	-34.791	-69.209	1245.859	-9.681	37.454	1225.614	11.180	-71.958	1100.178	26.157	40.969	1080.557	-92.013	-393.572	1272.137	33.731	-626.897	1300.855	-31.597	-628.384	1294.041	19.328	-672.490	1324.693	151.646	568.220	1225.080	71.766	596.362	1230.655	132.283	629.955	1255.984	32.968	-741.592	1340.115	3.115	-753.544	1339.250	-23.319	-740.048	1336.965	-54.855	-714.563	1319.101	151.799	688.388	1260.998	134.203	693.529	1269.390	111.042	691.105	1264.558	77.020	668.360	1257.383	-16.388	370.400	1260.784
-72.011	124.239	364.204	-83.675	-124.879	360.777	-176.892	-90.558	969.197	-183.073	50.105	973.095	-103.897	-150.261	929.367	-70.503	140.134	945.439	-123.040	81.295	1509.209	-221.762	-35.728	1504.079	-26.302	-41.208	1554.315	-117.529	-117.573	1541.331	-157.843	-124.615	1340.005	-79.970	118.194	1322.778	-229.974	-65.696	1274.542	-207.828	8.037	1130.120	-34.659	-69.056	1246.125	-9.510	37.564	1225.859	11.142	-71.699	1100.665	26.195	41.243	1080.780	-92.003	-393.318	1272.030	34.043	-626.595	1301.112	-31.739	-628.004	1294.193	19.208	-672.116	1325.073	152.284	568.459	1225.046	72.305	596.536	1230.549	132.776	630.124	1255.796	32.559	-741.225	1341.261	2.437	-752.882	1340.333	-24.427	-739.787	1337.179	-55.520	-714.710	1318.409	152.180	688.424	1260.599	134.577	693.593	1269.092	111.118	690.932	1264.442	77.326	668.454	1257.279	-16.139	370.559	1260.641
-71.925	124.161	364.117	-83.796	-124.912	360.739	-176.691	-90.436	969.075	-182.906	50.141	973.094	-103.851	-150.277	929.441	-70.368	140.081	945.472	-123.336	81.489	1509.270	-221.761	-35.868	1503.896	-26.498	-41.184	1554.362	-117.509	-117.558	1541.150	-157.641	-124.701	1340.065	-80.086	118.587	1322.653	-230.157	-65.500	1274.496	-207.707	8.140	1130.241	-34.664	-68.993	1246.082	-9.549	37.581	1225.801	11.198	-71.688	1100.503	26.245	41.155	1080.729	-92.061	-393.410	1272.203	33.608	-626.571	1301.145	-31.997	-628.136	1294.251	18.824	-672.036	1325.487	152.442	568.274	1224.501	72.620	596.316	1229.994	133.124	629.971	1255.230	32.264	-740.914	1341.881	1.820	-752.713	1341.087	-25.390	-739.814	1336.937	-55.973	-715.061	1317.141	152.583	688.426	1260.152	134.971	693.546	1268.544	111.656	690.979	1263.777	77.860	668.370	1256.680	-15.824	370.433	1260.366
-71.925	124.175	364.122	-83.826	-124.884	360.728	-176.628	-90.394	969.093	-182.849	50.173	973.111	-103.847	-150.271	929.478	-70.263	140.037	945.488	-123.554	81.548	1509.338	-221.883	-35.904	1503.864	-26.646	-41.050	1554.500	-117.604	-117.510	1541.138	-157.647	-124.601	1340.148	-79.955	118.670	1322.624	-230.113	-65.405	1274.502	-207.667	8.203	1130.245	-34.611	-68.978	1246.126	-9.444	37.638	1225.801	11.253	-71.662	1100.516	26.338	41.170	1080.764	-92.147	-393.365	1272.301	33.454	-626.520	1301.311	-32.115	-628.105	1294.350	18.594	-671.820	1325.813	152.808	568.168	1224.053	73.014	596.205	1229.503	133.531	629.927	1254.781	31.902	-740.595	1342.722	1.220	-752.453	1341.899	-26.200	-739.874	1336.846	-56.353	-715.591	1316.032	153.001	688.331	1259.589	135.407	693.522	1268.059	112.151	691.086	1263.022	78.365	668.372	1256.315	-15.535	370.455	1260.109
-71.957	124.142	364.126	-83.888	-124.908	360.721	-176.604	-90.361	969.142	-182.768	50.223	973.141	-103.811	-150.247	929.512	-70.156	139.989	945.479	-123.829	81.594	1509.453	-221.998	-35.986	1503.778	-26.758	-40.904	1554.582	-117.619	-117.461	1541.107	-157.588	-124.500	1340.171	-79.844	118.750	1322.616	-230.069	-65.297	1274.517	-207.597	8.269	1130.264	-34.545	-68.921	1246.167	-9.355	37.655	1225.838	11.327	-71.666	1100.591	26.448	41.203	1080.793	-92.188	-393.299	1272.386	33.310	-626.437	1301.486	-32.232	-628.091	1294.432	18.522	-671.672	1325.924	153.161	568.092	1223.570	73.379	596.132	1229.161	133.958	629.856	1254.270	31.510	-740.158	1343.323	0.711	-752.142	1342.501	-26.779	-739.913	1336.555	-56.523	-716.043	1314.773	153.447	688.352	1259.025	135.843	693.421	1267.403	112.678	690.821	1262.328	78.818	668.347	1255.947	-15.340	370.485	1259.928
-71.980	124.112	364.154	-83.925	-124.941	360.746	-176.537	-90.351	969.159	-182.689	50.224	973.199	-103.733	-150.225	929.503	-70.007	139.992	945.489	-124.147	81.651	1509.552	-222.109	-36.110	1503.744	-26.921	-40.701	1554.646	-117.610	-117.443	1541.057	-157.584	-124.409	1340.262	-79.744	118.861	1322.623	-230.046	-65.239	1274.543	-207.514	8.333	1130.271	-34.499	-68.882	1246.201	-9.269	37.689	1225.861	11.399	-71.631	1100.614	26.561	41.207	1080.831	-92.255	-393.241	1272.486	33.163	-626.385	1301.657	-32.401	-628.061	1294.511	18.138	-671.497	1326.282	153.546	568.025	1223.102	73.779	596.082	1228.781	134.359	629.791	1253.764	31.160	-739.856	1344.012	0.067	-751.867	1343.163	-27.380	-740.024	1336.252	-56.671	-716.625	1313.675	153.859	688.320	1258.310	136.269	693.400	1266.770	113.097	690.749	1261.691	79.346	668.144	1255.284	-15.035	370.480	1259.694
-72.017	124.107	364.122	-83.973	-124.938	360.737	-176.474	-90.326	969.220	-182.592	50.247	973.210	-103.696	-150.211	929.543	-69.890	139.935	945.466	-124.558	81.696	1509.627	-222.213	-36.273	1503.702	-27.050	-40.461	1554.665	-117.561	-117.375	1540.987	-157.557	-124.292	1340.295	-79.664	118.971	1322.587	-230.022	-65.133	1274.566	-207.451	8.383	1130.272	-34.435	-68.803	1246.270	-9.183	37.716	1225.893	11.450	-71.603	1100.695	26.674	41.196	1080.819	-92.346	-393.165	1272.612	33.057	-626.298	1301.795	-32.534	-628.030	1294.561	17.913	-671.317	1326.530	153.900	567.927	1222.690	74.130	596.044	1228.382	134.819	629.757	1253.146	30.844	-739.624	1344.614	-0.396	-751.571	1343.504	-27.876	-740.262	1335.872	-56.675	-717.152	1312.509	154.252	688.242	1257.768	136.680	693.451	1266.277	113.438	690.794	1261.463	79.834	668.096	1254.841	-14.754	370.487	1259.503
