NO_OF_FRAMES	2500
NO_OF_CAMERAS	11
FREQUENCY	100
TIME_STAMP	2024-02-26, 13:55:50.731	425673.14397750
REFERENCE	GLOBAL
-44.337	16.932	852.680	-0.002644	0.009628	-0.640250	0.768102	-33.931	20.920	922.130	-0.002423	0.009686	-0.622493	0.782562	-31.472	19.802	1057.397	-0.002423	0.009686	-0.622493	0.782562	-28.603	18.497	1215.208	-0.002423	0.009686	-0.622493	0.782562	-25.734	17.192	1373.020	-0.002423	0.009686	-0.622493	0.782562	16.150	15.887	1498.419	0.032777	0.045783	-0.581199	0.811811	-28.900	43.581	1322.047	0.024027	0.035336	-0.672367	0.738984	-43.312	196.739	1335.098	-0.025459	-0.129749	-0.665559	0.734540	-58.499	380.207	1292.686	-0.023453	-0.133360	-0.694512	0.706625	-58.419	678.027	1225.184	-0.121513	-0.193560	-0.636050	0.737028	-23.233	-16.636	1322.047	-0.026116	-0.038404	-0.672221	0.738893	-9.009	-167.801	1336.054	0.230203	0.041404	-0.664473	0.709766	15.965	-371.116	1255.821	0.242884	0.041240	-0.629807	0.736648	70.015	-612.499	1158.323	0.205623	0.044738	-0.746131	0.631669	-39.293	122.679	807.631	0.064393	-0.038301	-0.532810	0.842912	10.079	147.894	417.793	-0.017332	0.096852	-0.578407	0.809793	-65.725	170.270	91.089	0.000000	-0.000000	-0.532614	0.846359	10.824	207.004	13.300	0.000000	-0.000000	-0.532614	0.846359	-2.366	-79.141	805.291	-0.031901	-0.068296	-0.693205	0.716788	14.903	-133.185	425.492	-0.120561	0.041934	-0.705729	0.696888	-81.170	-170.128	97.213	0.000000	-0.000000	-0.743428	0.668816	4.493	-179.204	16.187	0.000000	-0.000000	-0.743428	0.668816
-44.203	16.919	852.688	-0.002674	0.009628	-0.640286	0.768072	-33.793	20.910	922.137	-0.002359	0.009598	-0.622570	0.782502	-31.364	19.792	1057.405	-0.002220	0.009493	-0.622615	0.782468	-28.582	18.475	1215.217	-0.002027	0.009381	-0.622660	0.782434	-25.867	17.132	1373.031	-0.002094	0.009177	-0.622633	0.782457	15.865	15.827	1498.481	0.033051	0.045174	-0.581319	0.811748	-28.972	43.534	1322.061	0.024554	0.035092	-0.672729	0.738648	-43.239	196.701	1335.165	-0.024898	-0.129996	-0.666189	0.733944	-58.085	380.219	1292.849	-0.022842	-0.133564	-0.695245	0.705884	-57.349	678.088	1225.568	-0.120986	-0.193713	-0.636906	0.736334	-23.331	-16.685	1322.053	-0.025541	-0.038565	-0.672254	0.738874	-9.124	-167.860	1335.978	0.230927	0.041310	-0.664193	0.709798	16.017	-371.093	1255.591	0.243664	0.041160	-0.629438	0.736710	70.317	-612.346	1157.909	0.206427	0.044777	-0.745809	0.631785	-39.151	122.663	807.633	0.064308	-0.038242	-0.532850	0.842896	10.148	147.845	417.785	-0.017432	0.096935	-0.578441	0.809757	-65.737	170.203	91.098	-0.000098	0.000091	-0.532645	0.846338	10.795	206.926	13.287	-0.000097	0.000091	-0.532646	0.846338	-2.242	-79.160	805.301	-0.031977	-0.068281	-0.693232	0.716759	14.975	-133.239	425.505	-0.120647	0.041962	-0.705754	0.696846	-81.152	-170.202	97.245	-0.000091	0.000020	-0.743459	0.668781	4.497	-179.295	16.206	-0.000091	0.000020	-0.743459	0.668782
-44.102	16.592	852.715	-0.002618	0.009726	-0.640273	0.768081	-33.687	20.569	922.165	-0.002424	0.009554	-0.622558	0.782512	-31.256	19.473	1057.432	-0.002344	0.009201	-0.622615	0.782471	-28.523	18.243	1215.246	-0.002149	0.008769	-0.622665	0.782437	-25.934	17.050	1373.063	-0.002978	0.007534	-0.622419	0.782643	15.613	16.200	1498.579	0.031734	0.043189	-0.581078	0.812082	-28.999	43.404	1322.066	0.024838	0.034764	-0.672977	0.738428	-43.169	196.582	1335.154	-0.024311	-0.130162	-0.666786	0.733392	-57.699	380.154	1292.961	-0.022062	-0.133533	-0.696087	0.705085	-56.252	678.109	1226.079	-0.120285	-0.193621	-0.637899	0.735614	-23.358	-16.815	1322.119	-0.025136	-0.038588	-0.672247	0.738893	-9.149	-167.996	1335.967	0.231523	0.041661	-0.664104	0.709667	16.032	-371.117	1255.308	0.244407	0.041640	-0.629343	0.736518	70.375	-612.189	1157.206	0.207103	0.045373	-0.745711	0.631636	-39.057	122.346	807.682	0.064480	-0.038085	-0.532838	0.842897	10.209	147.709	417.841	-0.017183	0.097100	-0.578381	0.809785	-65.670	170.259	91.167	0.000183	0.000237	-0.532605	0.846364	10.863	207.039	13.382	0.000184	0.000235	-0.532603	0.846365	-2.142	-79.475	805.305	-0.031852	-0.068071	-0.693244	0.716774	15.027	-133.373	425.481	-0.120456	0.042224	-0.705733	0.696885	-81.133	-170.125	97.206	0.000111	0.000295	-0.743443	0.668799	4.511	-179.158	16.155	0.000113	0.000294	-0.743439	0.668803
-43.962	16.513	852.720	-0.002613	0.009792	-0.640240	0.768108	-33.541	20.484	922.169	-0.002333	0.009632	-0.622561	0.782508	-31.109	19.355	1057.436	-0.002114	0.009118	-0.622615	0.782472	-28.441	18.085	1215.252	-0.001894	0.008322	-0.622622	0.782476	-26.013	16.917	1373.071	-0.003407	0.006122	-0.622073	0.782928	15.325	16.409	1498.658	0.030912	0.041407	-0.580624	0.812530	-29.028	43.263	1322.067	0.025347	0.034454	-0.673147	0.738270	-43.135	196.444	1335.189	-0.023559	-0.130421	-0.667340	0.732866	-57.359	380.071	1293.135	-0.021127	-0.133636	-0.696933	0.704258	-55.176	678.114	1226.662	-0.119430	-0.193676	-0.638936	0.734838	-23.381	-16.955	1322.135	-0.024523	-0.038610	-0.672240	0.738919	-9.169	-168.148	1335.862	0.232172	0.041826	-0.663971	0.709570	16.084	-371.170	1254.977	0.245085	0.041846	-0.629183	0.736418	70.525	-612.104	1156.591	0.207729	0.045687	-0.745573	0.631571	-38.930	122.272	807.697	0.064517	-0.037969	-0.532760	0.842949	10.272	147.712	417.853	-0.017098	0.097136	-0.578242	0.809882	-65.596	170.306	91.179	0.000310	0.000266	-0.532438	0.846469	10.928	207.136	13.410	0.000318	0.000258	-0.532414	0.846484	-1.998	-79.546	805.297	-0.031875	-0.067982	-0.693205	0.716819	15.112	-133.409	425.465	-0.120529	0.042352	-0.705674	0.696924	-81.139	-170.142	97.215	0.000077	0.000405	-0.743387	0.668862	4.490	-179.151	16.146	0.000083	0.000397	-0.743379	0.668870
-43.899	16.547	852.664	-0.002741	0.009825	-0.640312	0.768047	-33.463	20.527	922.110	-0.002304	0.009617	-0.622687	0.782408	-31.038	19.394	1057.378	-0.001884	0.009019	-0.622788	0.782337	-28.441	18.086	1215.194	-0.001449	0.008101	-0.622836	0.782309	-26.155	16.852	1373.015	-0.002999	0.005721	-0.622256	0.782787	15.040	16.307	1498.648	0.031285	0.040911	-0.580780	0.812430	-29.110	43.220	1322.019	0.025927	0.034299	-0.673535	0.737904	-43.059	196.408	1335.225	-0.022934	-0.130558	-0.668008	0.732253	-56.933	380.095	1293.315	-0.020441	-0.133711	-0.697711	0.703494	-54.075	678.202	1227.155	-0.118822	-0.193701	-0.639849	0.734135	-23.496	-17.001	1322.067	-0.023978	-0.038766	-0.672324	0.738853	-9.322	-168.204	1335.718	0.232822	0.041648	-0.663751	0.709573	16.065	-371.165	1254.720	0.245759	0.041654	-0.628878	0.736464	70.718	-612.005	1156.222	0.208439	0.045600	-0.745308	0.631657	-38.857	122.298	807.623	0.064307	-0.037886	-0.532840	0.842918	10.205	147.630	417.754	-0.017337	0.097215	-0.578322	0.809810	-65.796	170.135	91.105	0.000061	0.000361	-0.532507	0.846425	10.702	206.927	13.292	0.000072	0.000353	-0.532483	0.846440	-1.964	-79.527	805.247	-0.032169	-0.067936	-0.693254	0.716762	14.961	-133.528	425.426	-0.120893	0.042393	-0.705729	0.696803	-81.485	-170.397	97.249	-0.000317	0.000424	-0.743480	0.668758	4.092	-179.471	16.132	-0.000310	0.000419	-0.743476	0.668763
-43.811	16.267	852.737	-0.002632	0.009942	-0.640315	0.768043	-33.371	20.225	922.185	-0.002354	0.009654	-0.622710	0.782389	-30.931	19.097	1057.452	-0.001931	0.008802	-0.622813	0.782319	-28.377	17.843	1215.269	-0.001528	0.007452	-0.622819	0.782329	-26.236	16.755	1373.093	-0.003952	0.003956	-0.621914	0.783066	14.761	16.711	1498.792	0.029830	0.038793	-0.580360	0.812889	-29.146	43.076	1322.070	0.026189	0.033750	-0.673778	0.737698	-43.005	196.278	1335.206	-0.022278	-0.130947	-0.668663	0.731605	-56.510	380.012	1293.380	-0.019451	-0.133798	-0.698686	0.702537	-52.806	678.209	1227.671	-0.117918	-0.193723	-0.641043	0.733233	-23.529	-17.145	1322.179	-0.023519	-0.038814	-0.672301	0.738886	-9.347	-168.355	1335.747	0.233450	0.041992	-0.663619	0.709470	16.105	-371.197	1254.474	0.246519	0.042167	-0.628726	0.736311	70.837	-611.843	1155.545	0.209113	0.046235	-0.745164	0.631557	-38.769	122.032	807.730	0.064611	-0.037711	-0.532827	0.842911	10.303	147.640	417.881	-0.016853	0.097378	-0.578216	0.809877	-65.601	170.459	91.231	0.000602	0.000489	-0.532417	0.846482	10.917	207.349	13.484	0.000616	0.000475	-0.532373	0.846510	-1.878	-79.792	805.288	-0.031882	-0.067667	-0.693297	0.716759	15.050	-133.494	425.425	-0.120421	0.042682	-0.705721	0.696875	-81.308	-170.008	97.182	0.000218	0.000719	-0.743429	0.668815	4.303	-178.975	16.089	0.000235	0.000707	-0.743416	0.668828
-43.673	16.360	852.720	-0.002701	0.009922	-0.640356	0.768009	-33.229	20.326	922.166	-0.002271	0.009599	-0.622807	0.782313	-30.814	19.189	1057.434	-0.001638	0.008673	-0.622956	0.782207	-28.350	17.888	1215.252	-0.001022	0.007208	-0.623000	0.782188	-26.370	16.723	1373.078	-0.003519	0.003503	-0.622048	0.782964	14.471	16.650	1498.828	0.030204	0.038237	-0.580456	0.812833	-29.215	43.069	1322.064	0.026841	0.033582	-0.674112	0.737377	-42.939	196.275	1335.297	-0.021551	-0.131082	-0.669284	0.731035	-56.117	380.072	1293.641	-0.018638	-0.133842	-0.699424	0.701816	-51.776	678.343	1228.311	-0.117177	-0.193731	-0.641928	0.732575	-23.626	-17.154	1322.150	-0.022904	-0.038972	-0.672385	0.738820	-9.482	-168.376	1335.627	0.234151	0.041831	-0.663412	0.709442	16.096	-371.149	1254.222	0.247241	0.041998	-0.628448	0.736316	71.022	-611.693	1155.154	0.209864	0.046181	-0.744920	0.631600	-38.623	122.119	807.699	0.064435	-0.037674	-0.532867	0.842900	10.353	147.623	417.830	-0.017061	0.097409	-0.578259	0.809838	-65.646	170.346	91.196	0.000382	0.000536	-0.532447	0.846463	10.850	207.205	13.413	0.000396	0.000520	-0.532400	0.846492	-1.753	-79.710	805.281	-0.032000	-0.067699	-0.693324	0.716725	15.127	-133.494	425.428	-0.120544	0.042634	-0.705754	0.696824	-81.268	-170.083	97.204	0.000100	0.000653	-0.743458	0.668782	4.335	-179.078	16.106	0.000120	0.000640	-0.743446	0.668796
-43.561	16.128	852.784	-0.002750	0.010031	-0.640351	0.768012	-33.101	20.090	922.228	-0.002369	0.009676	-0.622820	0.782302	-30.653	18.961	1057.495	-0.001585	0.008514	-0.622952	0.782212	-28.239	17.678	1215.314	-0.000981	0.006578	-0.622909	0.782266	-26.422	16.626	1373.143	-0.004406	0.001672	-0.621570	0.783345	14.196	17.065	1498.964	0.028767	0.036037	-0.579856	0.813413	-29.221	42.936	1322.107	0.027211	0.033066	-0.674169	0.737335	-42.931	196.146	1335.300	-0.020758	-0.131429	-0.669750	0.730568	-55.839	379.990	1293.768	-0.017483	-0.133846	-0.700297	0.700974	-50.751	678.370	1228.989	-0.116093	-0.193689	-0.643043	0.731781	-23.617	-17.287	1322.242	-0.022432	-0.039063	-0.672397	0.738819	-9.481	-168.515	1335.643	0.234673	0.042098	-0.663420	0.709246	16.084	-371.197	1254.005	0.247860	0.042447	-0.628504	0.736034	70.951	-611.596	1154.553	0.210400	0.046743	-0.744953	0.631341	-38.522	121.890	807.768	0.064507	-0.037478	-0.532847	0.842916	10.353	147.526	417.896	-0.016833	0.097531	-0.578167	0.809893	-65.626	170.409	91.268	0.000638	0.000639	-0.532356	0.846520	10.869	207.327	13.513	0.000651	0.000615	-0.532289	0.846562	-1.651	-79.938	805.329	-0.031975	-0.067474	-0.693329	0.716742	15.119	-133.590	425.452	-0.120394	0.042832	-0.705717	0.696874	-81.297	-170.019	97.217	0.000306	0.000840	-0.743391	0.668857	4.313	-178.951	16.119	0.000339	0.000819	-0.743372	0.668877
-43.442	16.226	852.784	-0.002809	0.010015	-0.640398	0.767972	-32.978	20.193	922.227	-0.002282	0.009626	-0.622927	0.782217	-30.556	19.054	1057.495	-0.001287	0.008396	-0.623110	0.782088	-28.230	17.720	1215.315	-0.000475	0.006352	-0.623107	0.782111	-26.568	16.588	1373.145	-0.003952	0.001265	-0.621726	0.783224	13.899	16.985	1499.015	0.029172	0.035537	-0.579974	0.813336	-29.304	42.924	1322.120	0.027843	0.032903	-0.674516	0.737001	-42.873	196.139	1335.406	-0.020072	-0.131571	-0.670376	0.729987	-55.449	380.042	1294.033	-0.016719	-0.133907	-0.701043	0.700234	-49.713	678.486	1229.607	-0.115402	-0.193709	-0.643934	0.731101	-23.731	-17.301	1322.230	-0.021837	-0.039222	-0.672495	0.738739	-9.638	-168.541	1335.544	0.235353	0.041922	-0.663227	0.709212	16.046	-371.158	1253.783	0.248560	0.042265	-0.628240	0.736034	71.098	-611.462	1154.203	0.211132	0.046672	-0.744721	0.631376	-38.393	121.981	807.756	0.064354	-0.037445	-0.532896	0.842899	10.397	147.528	417.867	-0.017006	0.097559	-0.578217	0.809851	-65.662	170.334	91.253	0.000452	0.000679	-0.532395	0.846496	10.817	207.223	13.467	0.000465	0.000654	-0.532326	0.846539	-1.546	-79.852	805.338	-0.032087	-0.067498	-0.693364	0.716702	15.175	-133.578	425.470	-0.120511	0.042795	-0.705756	0.696818	-81.281	-170.072	97.253	0.000192	0.000783	-0.743427	0.668817	4.320	-179.033	16.149	0.000227	0.000762	-0.743409	0.668837
-43.320	15.994	852.826	-0.002885	0.010133	-0.640395	0.767974	-32.836	19.959	922.266	-0.002435	0.009677	-0.622936	0.782209	-30.378	18.844	1057.533	-0.001231	0.008200	-0.623092	0.782104	-28.111	17.535	1215.354	-0.000397	0.005698	-0.622981	0.782216	-26.626	16.512	1373.186	-0.004736	-0.000607	-0.621190	0.783645	13.594	17.412	1499.133	0.027833	0.033312	-0.579287	0.813967	-29.313	42.813	1322.140	0.028210	0.032388	-0.674501	0.737024	-42.899	196.030	1335.386	-0.019274	-0.131892	-0.670781	0.729579	-55.238	379.978	1294.143	-0.015538	-0.133842	-0.701947	0.699368	-48.738	678.535	1230.313	-0.114289	-0.193582	-0.645098	0.730283	-23.721	-17.410	1322.298	-0.021424	-0.039395	-0.672491	0.738746	-9.630	-168.655	1335.567	0.235778	0.042114	-0.663255	0.709033	16.029	-371.201	1253.622	0.249083	0.042674	-0.628343	0.735745	70.994	-611.383	1153.700	0.211584	0.047186	-0.744794	0.631100	-38.284	121.751	807.800	0.064412	-0.037229	-0.532888	0.842909	10.388	147.428	417.905	-0.016750	0.097675	-0.578136	0.809900	-65.637	170.409	91.294	0.000732	0.000773	-0.532319	0.846543	10.845	207.357	13.540	0.000741	0.000741	-0.532226	0.846602	-1.436	-80.081	805.364	-0.032076	-0.067251	-0.693374	0.716715	15.155	-133.671	425.471	-0.120352	0.042989	-0.705727	0.696863	-81.315	-170.001	97.240	0.000398	0.000967	-0.743368	0.668882	4.292	-178.903	16.137	0.000444	0.000938	-0.743345	0.668908
