NO_OF_FRAMES	5500
NO_OF_CAMERAS	11
NO_OF_BODIES	2
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-02-26, 18:32:39.510	442281.92392820
DATA_INCLUDED	6D
BODY_NAMES	karlax_bottompart	karlax_upperpart
BODY_FILTERS	No filter	No filter
karlax_bottompart X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]		karlax_upperpart X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
282.47731	-174.96305	997.04051	110.48872	65.43169	177.46678	0.76072	-0.41537	-0.86657	-0.27662	-0.01838	0.31203	-0.94990	0.90947	-0.38948	-0.14553		298.28262	-243.56272	1233.36383	110.40257	50.00278	169.12047	0.28455	-0.63120	-0.77091	-0.08536	-0.12132	0.20683	-0.97083	0.76608	-0.60243	-0.22407	
283.78596	-175.26631	997.19663	111.37046	65.21954	176.94530	0.83324	-0.41855	-0.86371	-0.28075	-0.02234	0.31882	-0.94755	0.90792	-0.39032	-0.15273		300.48780	-246.09935	1233.00418	111.07765	49.43350	168.83792	0.27123	-0.63803	-0.76504	-0.08739	-0.12589	0.21561	-0.96833	0.75965	-0.60682	-0.23388	
285.13572	-175.68867	997.38605	112.43031	65.06245	176.31564	0.82648	-0.42076	-0.86095	-0.28587	-0.02709	0.32691	-0.94467	0.90677	-0.38973	-0.16088		302.76144	-248.68185	1232.55085	111.73978	48.81046	168.53877	0.27059	-0.64542	-0.75867	-0.08860	-0.13086	0.22411	-0.96574	0.75254	-0.61171	-0.24392	
286.41548	-176.04517	997.62976	113.49182	64.95313	175.70313	0.83636	-0.42217	-0.85840	-0.29140	-0.03172	0.33524	-0.94160	0.90596	-0.38827	-0.16876		305.08129	-251.26407	1232.04960	112.39663	48.31133	168.24812	0.26472	-0.65114	-0.75357	-0.09026	-0.13546	0.23240	-0.96314	0.74677	-0.61491	-0.25341	
287.76242	-176.54350	997.94563	114.63955	64.76025	175.11230	0.91936	-0.42486	-0.85470	-0.29829	-0.03633	0.34534	-0.93777	0.90453	-0.38758	-0.17777		307.41497	-253.87021	1231.41019	113.08240	47.63832	167.95158	0.28582	-0.65897	-0.74661	-0.09128	-0.14065	0.24153	-0.96015	0.73891	-0.61986	-0.26417	
289.05393	-176.83179	998.07056	115.78246	64.82662	174.45081	0.90169	-0.42337	-0.85317	-0.30473	-0.04113	0.35411	-0.93430	0.90502	-0.38302	-0.18501		309.79120	-256.48600	1230.64246	113.72805	46.92993	167.68027	0.30767	-0.66717	-0.73922	-0.09186	-0.14571	0.25044	-0.95711	0.73052	-0.62516	-0.27479	
290.39294	-177.11393	998.11836	116.98680	64.88686	173.74673	0.91600	-0.42188	-0.85150	-0.31138	-0.04623	0.36320	-0.93056	0.90547	-0.37819	-0.19259		312.24717	-259.12847	1229.74345	114.31870	46.10324	167.41841	0.40816	-0.67671	-0.73059	-0.09112	-0.15103	0.25888	-0.95403	0.72059	-0.63184	-0.28553	
291.65673	-177.16609	998.03325	118.19173	65.08257	172.96400	0.83584	-0.41814	-0.85118	-0.31726	-0.05161	0.37095	-0.92722	0.90692	-0.37133	-0.19904		314.78534	-261.72516	1228.73373	114.91060	45.25051	167.19118	0.46996	-0.68649	-0.72147	-0.09062	-0.15608	0.26792	-0.95071	0.71019	-0.63851	-0.29653	
292.22644	-177.00681	998.28181	119.33710	67.73883	172.38551	0.61117	-0.37549	-0.86458	-0.33392	-0.05020	0.37872	-0.92415	0.92547	-0.33025	-0.18561		317.08021	-264.06866	1227.93436	116.02195	45.21746	166.60593	0.28523	-0.68526	-0.72211	-0.09476	-0.16318	0.27903	-0.94632	0.70979	-0.63301	-0.30904	
294.36712	-177.67416	997.84585	120.88937	65.23885	171.26955	0.79218	-0.41398	-0.84816	-0.33052	-0.06357	0.38915	-0.91898	0.90806	-0.35943	-0.21502		319.53800	-266.29886	1226.66081	116.77583	44.02771	166.28003	0.40119	-0.69849	-0.70963	-0.09242	-0.17053	0.29048	-0.94156	0.69501	-0.64191	-0.32391	
294.96041	-177.40703	997.89035	122.31805	68.01006	170.41629	0.64003	-0.36922	-0.86168	-0.34811	-0.06234	0.39669	-0.91583	0.92725	-0.31644	-0.20018		322.33048	-268.88261	1225.42732	117.37135	43.66688	165.93719	0.28469	-0.70169	-0.70650	-0.09215	-0.17577	0.29699	-0.93857	0.69046	-0.64238	-0.33257	
297.40973	-177.98441	997.02815	122.70626	64.49805	170.27971	0.70010	-0.42436	-0.83980	-0.33862	-0.07269	0.40435	-0.91171	0.90257	-0.36228	-0.23264		324.95519	-271.03377	1223.82807	118.11149	42.46894	165.59740	0.41695	-0.71446	-0.69402	-0.08875	-0.18348	0.30825	-0.93344	0.67519	-0.65063	-0.34757	
297.74466	-177.63460	996.98185	125.10439	67.91845	168.57404	0.63832	-0.36848	-0.85699	-0.36026	-0.07447	0.41349	-0.90746	0.92665	-0.30755	-0.21618		327.91005	-273.54453	1222.35075	118.74599	42.12833	165.21523	0.28064	-0.71709	-0.69138	-0.08818	-0.18926	0.31492	-0.93006	0.67079	-0.65024	-0.35668	
299.37609	-177.81060	996.33540	126.46192	67.19762	167.68732	0.58842	-0.37864	-0.85107	-0.36374	-0.08264	0.42252	-0.90258	0.92185	-0.31169	-0.23032		330.75089	-275.68829	1220.54396	119.45741	40.83303	164.87598	0.42810	-0.73041	-0.67792	-0.08323	-0.19741	0.32620	-0.92446	0.65386	-0.65880	-0.37209	
301.53369	-178.17420	995.36282	127.49317	64.66811	167.01746	0.79145	-0.41692	-0.83554	-0.35783	-0.09612	0.43200	-0.89674	0.90384	-0.33948	-0.26042		333.88912	-278.11888	1218.76869	120.19102	40.64355	164.40181	0.29321	-0.73083	-0.67748	-0.08308	-0.20403	0.33298	-0.92060	0.65135	-0.65585	-0.38158	
302.17049	-177.81757	994.98773	129.67245	67.56467	165.44579	0.62304	-0.36939	-0.84904	-0.37772	-0.09590	0.43913	-0.89329	0.92431	-0.29375	-0.24364		337.03316	-280.42879	1216.86673	120.87086	39.84550	163.99748	0.29076	-0.73802	-0.67009	-0.07939	-0.21166	0.34161	-0.91570	0.64072	-0.65900	-0.39395	
304.53416	-178.52226	993.85483	130.33253	64.22710	165.15364	0.91657	-0.42029	-0.82939	-0.36806	-0.11141	0.44972	-0.88619	0.90052	-0.33145	-0.28142		340.03749	-282.31915	1214.75800	121.77039	38.96496	163.46468	0.41646	-0.74538	-0.66236	-0.07544	-0.22129	0.35259	-0.90924	0.62885	-0.66103	-0.40938	
305.93526	-178.54628	992.78194	131.59047	63.78801	164.24983	1.02505	-0.42511	-0.82599	-0.37017	-0.11989	0.45674	-0.88148	0.89717	-0.33035	-0.29320		343.50150	-284.59900	1212.61710	122.29694	38.38474	163.03207	0.30862	-0.74974	-0.65796	-0.07064	-0.22876	0.35787	-0.90532	0.62094	-0.66259	-0.41882	
307.39546	-178.76888	991.55226	133.03062	63.36976	163.16054	1.02587	-0.42901	-0.82311	-0.37208	-0.12985	0.46383	-0.87636	0.89392	-0.32765	-0.30587		346.92793	-286.58067	1210.31244	122.85310	37.42947	162.57713	0.32753	-0.75767	-0.64959	-0.06305	-0.23777	0.36472	-0.90025	0.60778	-0.66710	-0.43079	
307.95158	-178.16015	990.76962	135.55353	66.10995	160.96159	0.80315	-0.38283	-0.83810	-0.38862	-0.13211	0.46600	-0.87486	0.91432	-0.28359	-0.28912		350.37784	-288.38200	1207.91378	123.43313	36.49108	162.06209	0.31224	-0.76487	-0.64186	-0.05471	-0.24761	0.37133	-0.89488	0.59470	-0.67092	-0.44295	
309.28306	-178.38178	989.61488	137.03017	65.72753	159.79491	0.84173	-0.38578	-0.83584	-0.39057	-0.14198	0.47208	-0.87005	0.91160	-0.28020	-0.30079		353.88657	-290.27015	1205.48857	124.09036	35.66931	161.50935	0.47127	-0.77046	-0.63573	-0.04731	-0.25765	0.37841	-0.88906	0.58311	-0.67279	-0.45535	
310.51037	-178.58961	988.28491	138.63153	65.42557	158.48834	0.82050	-0.38691	-0.83436	-0.39261	-0.15250	0.47780	-0.86513	0.90942	-0.27485	-0.31210		357.51478	-291.86693	1202.92993	124.56956	34.57080	160.94675	0.33405	-0.77831	-0.62687	-0.03551	-0.26880	0.38379	-0.88343	0.56742	-0.67804	-0.46722	
311.68950	-178.85521	986.95692	140.23067	65.09113	157.17110	0.81643	-0.38818	-0.83296	-0.39433	-0.16341	0.48331	-0.86006	0.90698	-0.26943	-0.32373		361.20323	-293.50273	1200.34037	125.11363	33.60568	160.35083	0.30280	-0.78437	-0.61980	-0.02475	-0.28006	0.38946	-0.87743	0.55347	-0.68130	-0.47906	
312.86662	-179.08644	985.61452	141.67007	64.51210	155.96779	0.86231	-0.39302	-0.83077	-0.39415	-0.17525	0.48846	-0.85481	0.90268	-0.26688	-0.33757		364.99127	-295.09442	1197.65008	125.60695	32.50852	159.74220	0.30457	-0.79115	-0.61151	-0.01204	-0.29199	0.39492	-0.87108	0.53742	-0.68564	-0.49099	
313.95143	-179.50409	984.34258	143.24924	64.08180	154.71869	0.89094	-0.39522	-0.82879	-0.39611	-0.18666	0.49468	-0.84879	0.89942	-0.26152	-0.35021		368.87093	-296.59870	1194.76957	126.09843	31.44055	159.09505	0.33549	-0.79702	-0.60395	0.00122	-0.30443	0.40000	-0.86448	0.52161	-0.68938	-0.50267	
314.87184	-179.55465	982.81713	145.09354	63.90417	153.19647	0.66287	-0.39261	-0.82849	-0.39932	-0.19835	0.50024	-0.84286	0.89806	-0.25171	-0.36073		372.79186	-297.98631	1191.81946	126.57706	30.29901	158.42584	0.32899	-0.80292	-0.59588	0.01571	-0.31748	0.40518	-0.85734	0.50451	-0.69336	-0.51451	
315.90566	-179.45926	981.26787	146.57083	63.26963	151.92265	0.65209	-0.39686	-0.82693	-0.39837	-0.21170	0.50477	-0.83689	0.89313	-0.24779	-0.37538		376.83283	-299.23146	1188.73993	127.04772	29.13544	157.73000	0.35059	-0.80832	-0.58793	0.03102	-0.33102	0.41027	-0.84976	0.48688	-0.69715	-0.52625	
316.87611	-179.26522	979.74684	148.29045	62.84924	150.44562	0.62760	-0.39696	-0.82646	-0.39923	-0.22509	0.50934	-0.83061	0.88981	-0.23986	-0.38821		380.99190	-300.38321	1185.50819	127.51741	27.90448	157.02083	0.35661	-0.81360	-0.57950	0.04725	-0.34500	0.41576	-0.84150	0.46800	-0.70095	-0.53819	
317.70684	-179.04881	978.24997	150.23331	62.56663	148.77502	0.71363	-0.39398	-0.82681	-0.40146	-0.23884	0.51388	-0.82395	0.88755	-0.22873	-0.39993		385.27723	-301.48788	1182.18912	128.03972	26.83487	156.24223	0.33279	-0.81669	-0.57365	0.06270	-0.35949	0.42075	-0.83291	0.45142	-0.70277	-0.54985	
318.57054	-178.87213	976.77725	151.86101	62.02732	147.42819	0.72284	-0.39528	-0.82573	-0.40240	-0.25252	0.51888	-0.81670	0.88317	-0.22121	-0.41361		389.72261	-302.54483	1178.79940	128.64120	25.92531	155.40761	0.32181	-0.81778	-0.57038	0.07681	-0.37428	0.42569	-0.82384	0.43720	-0.70247	-0.56160	
319.33691	-178.60474	975.22892	153.52664	61.60312	146.02623	0.83781	-0.39439	-0.82542	-0.40390	-0.26576	0.52320	-0.80971	0.87967	-0.21200	-0.42571		394.33110	-303.58174	1175.21818	129.34259	25.20864	154.52425	0.35273	-0.81679	-0.57005	0.08889	-0.38916	0.43063	-0.81431	0.42592	-0.69972	-0.57358	
321.02955	-178.87492	973.66002	152.87114	58.65840	146.70189	0.72841	-0.43475	-0.81411	-0.38499	-0.28555	0.53006	-0.79843	0.85408	-0.23718	-0.46292		399.05020	-304.60826	1171.42837	130.02994	24.41733	153.63287	0.29653	-0.81583	-0.56925	0.10185	-0.40440	0.43570	-0.80413	0.41338	-0.69722	-0.58566	
321.91524	-178.63786	972.07740	154.20558	57.83489	145.64122	0.75625	-0.43947	-0.81223	-0.38360	-0.30045	0.53538	-0.78937	0.84652	-0.23165	-0.47932		403.86525	-305.56145	1167.51402	130.69034	23.59448	152.72977	0.32581	-0.81455	-0.56849	0.11546	-0.41988	0.44045	-0.79354	0.40026	-0.69486	-0.59747	
323.22637	-178.10312	970.31087	154.46475	55.85427	145.20540	0.75195	-0.46094	-0.80787	-0.36727	-0.32030	0.53741	-0.78013	0.82761	-0.24196	-0.50647		408.97660	-306.36610	1163.58498	131.29239	22.74823	151.95366	0.33327	-0.81392	-0.56669	0.12807	-0.43361	0.44580	-0.78310	0.38668	-0.69291	-0.60857	
324.08844	-177.73282	968.60989	155.55544	54.79477	144.25877	0.79999	-0.46793	-0.80621	-0.36204	-0.33675	0.54140	-0.77038	0.81709	-0.23857	-0.52483		413.87869	-307.01849	1159.37520	131.97926	21.97367	151.00435	0.37183	-0.81112	-0.56752	0.14145	-0.44953	0.45019	-0.77153	0.37418	-0.68938	-0.62027	
324.99189	-177.25542	966.79081	156.55826	53.71801	143.39891	0.79924	-0.47507	-0.80448	-0.35655	-0.35283	0.54534	-0.76034	0.80611	-0.23541	-0.54292		418.81020	-307.34992	1155.03279	132.54198	21.05685	150.02979	0.34876	-0.80844	-0.56709	0.15761	-0.46619	0.45348	-0.75962	0.35929	-0.68758	-0.63098	
325.84111	-176.70755	964.92198	157.38307	52.45042	142.60820	0.84721	-0.48421	-0.80280	-0.34793	-0.37009	0.54825	-0.74997	0.79283	-0.23437	-0.56258		423.49527	-307.55726	1150.68290	133.39140	20.45117	148.85327	0.34996	-0.80190	-0.57263	0.17043	-0.48463	0.45662	-0.74608	0.34941	-0.68088	-0.64368	
326.66668	-176.08363	962.96572	158.12888	51.18720	141.86224	0.83095	-0.49298	-0.80141	-0.33870	-0.38707	0.55066	-0.73956	0.77920	-0.23349	-0.58167		428.55655	-307.62047	1145.92734	133.69247	19.26678	147.93169	0.36996	-0.79995	-0.56894	0.19074	-0.50119	0.45871	-0.73375	0.32997	-0.68256	-0.65210	
327.61440	-175.30399	960.89024	159.08577	50.00717	140.95668	0.84038	-0.49916	-0.80081	-0.33097	-0.40484	0.55323	-0.72804	0.76612	-0.22942	-0.60035		433.65895	-307.49104	1141.09372	134.08255	18.19827	146.95337	0.38829	-0.79630	-0.56743	0.20960	-0.51805	0.46081	-0.72061	0.31231	-0.68241	-0.66090	
328.50861	-174.57581	958.83146	159.83421	48.72944	140.20990	0.84639	-0.50684	-0.79984	-0.32150	-0.42214	0.55547	-0.71642	0.75160	-0.22739	-0.61918		438.82928	-307.16962	1136.03998	134.41522	17.08702	145.95804	0.32670	-0.79205	-0.56569	0.22946	-0.53509	0.46243	-0.70699	0.29382	-0.68276	-0.66896	
329.42867	-173.77828	956.77333	160.64049	47.47877	139.41881	0.83527	-0.51331	-0.79930	-0.31246	-0.43967	0.55760	-0.70411	0.73703	-0.22405	-0.63765		444.04303	-306.77191	1130.73330	134.89606	16.08537	144.96255	0.53164	-0.78672	-0.56592	0.24657	-0.55164	0.46523	-0.69229	0.27707	-0.68065	-0.67819	
330.30703	-172.87310	954.65758	161.52356	46.22194	138.56894	0.85961	-0.51873	-0.79917	-0.30373	-0.45782	0.55969	-0.69076	0.72203	-0.21926	-0.65620		449.27205	-306.27260	1125.19306	135.33609	15.04516	143.94661	0.67384	-0.78076	-0.56612	0.26445	-0.56836	0.46763	-0.67697	0.25958	-0.67885	-0.68686	
331.29976	-171.91048	952.68470	162.57904	45.06316	137.67172	0.87144	-0.52219	-0.79917	-0.29773	-0.47562	0.56268	-0.67615	0.70789	-0.21147	-0.67393		454.66363	-305.89983	1119.57687	135.86063	14.19246	142.81996	0.68665	-0.77242	-0.56973	0.28066	-0.58588	0.46859	-0.66119	0.24518	-0.67515	-0.69574	
332.20318	-170.88664	950.61980	163.49635	43.82466	136.80183	0.86522	-0.52594	-0.79972	-0.28954	-0.49386	0.56430	-0.66156	0.69245	-0.20495	-0.69174		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
333.11521	-169.73164	948.54907	164.47198	42.59512	135.93858	0.86169	-0.52900	-0.80025	-0.28243	-0.51194	0.56636	-0.64587	0.67681	-0.19708	-0.70928		465.39763	-305.20596	1107.92980	137.53777	13.53806	140.16742	0.52719	-0.74658	-0.59390	0.29982	-0.62275	0.46528	-0.62904	0.23409	-0.65635	-0.71722	
334.00103	-168.50162	946.42013	165.36917	41.33722	135.09564	0.91110	-0.53181	-0.80120	-0.27434	-0.53003	0.56755	-0.63004	0.66049	-0.18965	-0.72649		471.32373	-303.74327	1101.91167	138.25830	12.48665	139.39578	0.46333	-0.74126	-0.59491	0.31082	-0.63544	0.47281	-0.61047	0.21621	-0.65003	-0.72850	
334.82053	-167.18082	944.29856	166.23189	40.04807	134.26500	0.88467	-0.53431	-0.80243	-0.26576	-0.54819	0.56826	-0.61365	0.64343	-0.18218	-0.74351		476.70196	-302.59752	1095.59894	138.89572	11.69757	138.19225	0.48569	-0.72991	-0.60167	0.32439	-0.65279	0.47280	-0.59188	0.20275	-0.64378	-0.73786	
335.52833	-165.78830	942.14205	167.26109	38.80492	133.31932	0.88756	-0.53464	-0.80444	-0.25892	-0.56696	0.56864	-0.59599	0.62667	-0.17184	-0.76010		481.43379	-301.36655	1089.22304	139.47072	10.75107	136.63667	0.62300	-0.71425	-0.61001	0.34311	-0.67457	0.46935	-0.56979	0.18654	-0.63843	-0.74673	
336.28191	-164.41292	940.09123	168.12454	37.50872	132.43076	0.88294	-0.53521	-0.80683	-0.25013	-0.58550	0.56778	-0.57864	0.60888	-0.16324	-0.77628		486.69420	-300.04746	1082.61799	139.96645	10.07518	135.32480	0.57222	-0.70014	-0.61835	0.35700	-0.69224	0.46535	-0.55158	0.17494	-0.63332	-0.75386	
336.78994	-162.76207	937.74918	169.00822	36.16403	131.52596	0.92336	-0.53523	-0.80951	-0.24129	-0.60441	0.56656	-0.56008	0.59010	-0.15393	-0.79252		492.47311	-298.77379	1076.20062	140.84985	9.73319	133.91968	1.64305	-0.68366	-0.63264	0.36383	-0.70994	0.46104	-0.53238	0.16906	-0.62227	-0.76433	
337.31521	-161.20256	935.51923	169.79517	34.82735	130.62294	0.93988	-0.53445	-0.81288	-0.23148	-0.62305	0.56398	-0.54197	0.57111	-0.14543	-0.80789		496.99362	-295.65623	1069.01758	140.79863	8.34610	132.86783	0.98000	-0.67310	-0.63038	0.38672	-0.72516	0.45995	-0.51243	0.14515	-0.62535	-0.76672	
337.57788	-159.73164	933.31687	170.33765	33.32206	129.74309	0.72736	-0.53424	-0.81696	-0.21718	-0.64251	0.55938	-0.52372	0.54934	-0.14025	-0.82374		501.82947	-292.21053	1061.11519	141.45596	7.70896	131.87903	2.18338	-0.66153	-0.63814	0.39391	-0.73783	0.45988	-0.49408	0.13414	-0.61748	-0.77506	
338.07240	-158.00371	931.20203	171.27434	32.07557	128.82127	0.68689	-0.53120	-0.82059	-0.21086	-0.66017	0.55687	-0.50405	0.53104	-0.12855	-0.83754		506.59539	-289.48796	1053.97690	142.10199	7.11979	130.61958	2.11918	-0.64601	-0.64854	0.40258	-0.75320	0.45594	-0.47414	0.12394	-0.60952	-0.78302	
338.40351	-156.13538	928.86260	172.46855	30.96381	127.70330	0.88551	-0.52442	-0.82560	-0.20824	-0.67844	0.55294	-0.48371	0.51450	-0.11239	-0.85009		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
338.88028	-154.63935	927.06091	173.02771	29.68509	126.91673	0.65515	-0.52182	-0.82971	-0.19821	-0.69458	0.54815	-0.46593	0.49523	-0.10546	-0.86234		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
339.20700	-152.87056	925.03108	173.90636	28.53252	125.97393	0.66590	-0.51607	-0.83450	-0.19309	-0.71099	0.54306	-0.44673	0.47766	-0.09326	-0.87358		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
339.42338	-151.13666	922.98718	174.71573	27.48700	125.03592	0.68776	-0.50928	-0.83972	-0.18843	-0.72636	0.53685	-0.42918	0.46155	-0.08170	-0.88335		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
339.40536	-149.56798	921.15343	175.06265	26.13575	124.18769	0.50345	-0.50445	-0.84544	-0.17541	-0.74262	0.52846	-0.41139	0.44050	-0.07727	-0.89442		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
339.42096	-147.72788	919.25991	175.75244	25.15438	123.29865	0.53312	-0.49694	-0.85081	-0.17081	-0.75656	0.52118	-0.39496	0.42506	-0.06704	-0.90268		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
339.33075	-146.02359	917.48216	176.03073	24.00723	122.50772	0.48466	-0.49092	-0.85643	-0.15975	-0.77037	0.51237	-0.37948	0.40685	-0.06323	-0.91130		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
339.17056	-144.22775	915.72679	176.37875	23.13211	121.79736	0.65113	-0.48455	-0.86129	-0.15291	-0.78158	0.50478	-0.36651	0.39285	-0.05808	-0.91777		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
338.47663	-142.33383	914.54988	178.22292	23.41885	120.62651	0.61339	-0.46747	-0.86637	-0.17569	-0.78962	0.49859	-0.35764	0.39745	-0.02846	-0.91718		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
338.12472	-140.50350	912.98663	178.39807	22.54647	119.80619	0.65297	-0.45908	-0.87270	-0.16626	-0.80139	0.48757	-0.34647	0.38343	-0.02582	-0.92321		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
337.70001	-138.28148	911.44395	178.41461	21.69077	118.93970	0.62800	-0.44963	-0.87974	-0.15456	-0.81316	0.47475	-0.33671	0.36960	-0.02571	-0.92884		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
337.12166	-136.41186	909.93731	178.25856	20.86812	118.30064	0.71150	-0.44300	-0.88520	-0.14205	-0.82272	0.46435	-0.32790	0.35622	-0.02840	-0.93397		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
336.54441	-134.21184	908.58789	178.50479	20.38554	117.47822	0.69812	-0.43251	-0.89108	-0.13752	-0.83162	0.45319	-0.32097	0.34834	-0.02446	-0.93705		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
336.00201	-131.89842	907.18851	178.23517	19.68419	116.78401	0.70338	-0.42430	-0.89696	-0.12422	-0.84054	0.44115	-0.31443	0.33684	-0.02900	-0.94112		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
335.41141	-129.49753	905.82792	178.09869	19.16817	116.00539	0.71580	-0.41415	-0.90303	-0.11407	-0.84892	0.42842	-0.30948	0.32834	-0.03134	-0.94404		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
334.82637	-127.00623	904.56851	178.15324	18.80653	115.23047	0.70006	-0.40350	-0.90856	-0.10819	-0.85631	0.41664	-0.30520	0.32237	-0.03051	-0.94612		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
334.26796	-123.78650	902.59328	177.43327	17.80387	114.26425	0.92115	-0.39126	-0.91637	-0.08470	-0.86800	0.39805	-0.29687	0.30576	-0.04264	-0.95115		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
333.77086	-121.51267	901.81244	177.23451	17.73372	113.59048	0.71382	-0.38118	-0.92124	-0.07754	-0.87288	0.38626	-0.29812	0.30459	-0.04596	-0.95137		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
333.61384	-119.22988	900.27493	175.93057	16.84567	113.17984	0.69313	-0.37673	-0.92505	-0.04854	-0.87983	0.37372	-0.29366	0.28979	-0.06792	-0.95468		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
333.09200	-116.64477	899.08669	175.38499	16.46914	112.50672	0.62003	-0.36709	-0.92957	-0.03384	-0.88593	0.36048	-0.29186	0.28350	-0.07716	-0.95586		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
332.55238	-114.04695	897.90682	174.89299	16.17477	111.67406	0.68865	-0.35471	-0.93477	-0.01975	-0.89251	0.34482	-0.29072	0.27857	-0.08549	-0.95660		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
332.12271	-111.65863	896.92047	174.31134	15.90684	110.89251	0.62951	-0.34296	-0.93934	-0.00465	-0.89848	0.32948	-0.29014	0.27407	-0.09533	-0.95697		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
331.59328	-109.19248	895.97316	173.80789	15.66724	110.04888	0.64145	-0.33008	-0.94391	0.00929	-0.90450	0.31346	-0.28918	0.27005	-0.10385	-0.95723		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
331.07178	-106.85325	895.07206	173.15378	15.43967	109.19991	0.62668	-0.31700	-0.94808	0.02565	-0.91030	0.29655	-0.28883	0.26622	-0.11490	-0.95704		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
330.54786	-104.61603	894.33719	172.64789	15.21239	108.35060	0.63123	-0.30380	-0.95192	0.03953	-0.91589	0.28037	-0.28729	0.26240	-0.12348	-0.95703		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
329.97698	-102.35472	893.63945	172.01620	15.04450	107.47348	0.62116	-0.28997	-0.95544	0.05530	-0.92116	0.26297	-0.28690	0.25957	-0.13413	-0.95636		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
329.36212	-100.20349	893.02002	171.40439	14.87360	106.53265	0.63963	-0.27503	-0.95881	0.07106	-0.92654	0.24459	-0.28584	0.25669	-0.14445	-0.95564		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
