NO_OF_FRAMES	5500
NO_OF_CAMERAS	11
NO_OF_BODIES	2
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-02-26, 18:32:39.510	442281.92392820
DATA_INCLUDED	6D
BODY_NAMES	karlax_bottompart	karlax_upperpart
BODY_FILTERS	No filter	No filter
karlax_bottompart X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]		karlax_upperpart X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
200.68099	-100.23502	924.28518	73.60767	64.32797	-176.55777	0.56706	-0.43244	-0.88004	0.19629	0.02601	-0.22979	-0.97289	0.90129	-0.41561	0.12226		210.65734	-27.85680	1160.16337	116.07144	86.73934	134.08960	0.43095	-0.03958	-0.93964	0.33987	-0.04085	-0.33833	-0.94014	0.99838	-0.05109	-0.02500	
201.63288	-100.33987	925.45827	72.93200	63.89253	-175.79861	0.60732	-0.43887	-0.87762	0.19282	0.03224	-0.22983	-0.97270	0.89797	-0.42067	0.12916		210.30440	-28.10666	1161.44583	109.01798	86.75258	141.17902	0.43772	-0.04413	-0.93968	0.33919	-0.03551	-0.33784	-0.94054	0.99839	-0.05356	-0.01846	
202.63215	-100.07458	926.73438	72.44106	64.06628	-175.13280	0.58842	-0.43575	-0.87990	0.18944	0.03711	-0.22785	-0.97299	0.89930	-0.41695	0.13194		210.03634	-28.23798	1162.90316	105.83935	87.01797	144.47035	0.44721	-0.04234	-0.94047	0.33724	-0.03023	-0.33618	-0.94131	0.99865	-0.05005	-0.01420	
203.48833	-99.23723	928.01823	72.25846	65.01048	-174.60880	0.60611	-0.42058	-0.88809	0.18549	0.03969	-0.22227	-0.97418	0.90639	-0.40236	0.12873		209.93744	-28.25460	1164.38785	114.21538	87.87577	136.34012	0.43604	-0.02682	-0.94251	0.33310	-0.02559	-0.33246	-0.94277	0.99931	-0.03380	-0.01520	
204.05696	-97.90173	929.20167	72.34823	66.34615	-174.40689	0.55650	-0.39930	-0.89826	0.18356	0.03910	-0.21672	-0.97545	0.91599	-0.38232	0.12166		210.15253	-28.25946	1166.02575	141.38345	88.55170	109.47768	0.41924	-0.00843	-0.94466	0.32794	-0.02383	-0.32767	-0.94449	0.99968	-0.01577	-0.01975	
204.45899	-96.35958	930.52784	72.66592	68.25011	-174.38618	0.56855	-0.36878	-0.91152	0.18202	0.03625	-0.20978	-0.97708	0.92881	-0.35373	0.11040		210.70239	-27.97594	1167.62946	-155.18008	88.18297	46.36384	0.43746	0.02188	-0.94641	0.32222	-0.02295	-0.32269	-0.94623	0.99950	0.01331	-0.02878	
204.84184	-94.67060	931.90467	73.22316	70.26367	-174.59813	0.54916	-0.33619	-0.92436	0.18035	0.03179	-0.20252	-0.97876	0.94126	-0.32332	0.09747		211.53034	-27.49281	1169.35888	-133.20094	86.65847	24.77018	0.41901	0.05292	-0.94758	0.31510	-0.02442	-0.31668	-0.94822	0.99830	0.04249	-0.03990	
205.36921	-93.06099	933.53835	74.06042	71.75275	-175.11061	0.55795	-0.31198	-0.93328	0.17791	0.02669	-0.19579	-0.98028	0.94971	-0.30108	0.08599		212.75621	-27.17442	1171.37611	-126.68764	85.31175	18.59276	0.43805	0.07747	-0.94800	0.30870	-0.02606	-0.31145	-0.94991	0.99665	0.06554	-0.04883	
206.16539	-91.61818	935.50904	74.79833	72.83192	-175.49333	0.58696	-0.29426	-0.93976	0.17393	0.02319	-0.18896	-0.98171	0.95544	-0.28485	0.07740		214.30678	-26.85202	1173.51134	-125.17377	84.47175	17.38274	0.42087	0.09194	-0.94855	0.30299	-0.02878	-0.30668	-0.95138	0.99535	0.07875	-0.05550	
207.33446	-90.15307	937.70645	75.36260	73.64227	-175.79456	0.57480	-0.28088	-0.94441	0.17087	0.02065	-0.18394	-0.98272	0.95952	-0.27249	0.07117		215.86201	-26.49163	1176.02999	-123.44862	83.81239	15.93523	0.44063	0.10364	-0.94897	0.29784	-0.02959	-0.30226	-0.95277	0.99417	0.08993	-0.05941	
208.95465	-88.81679	940.17439	75.64648	73.91670	-175.88148	0.56672	-0.27632	-0.94627	0.16801	0.01990	-0.18041	-0.98339	0.96086	-0.26839	0.06868		217.47745	-26.15728	1178.75344	-122.15868	83.41676	14.87296	0.43120	0.11081	-0.94944	0.29375	-0.02943	-0.29857	-0.95393	0.99341	0.09706	-0.06102	
211.06311	-87.76977	942.99889	75.44624	74.05631	-175.44426	0.60199	-0.27382	-0.94770	0.16398	0.02182	-0.17657	-0.98405	0.96153	-0.26588	0.06903		219.07807	-25.85691	1181.77463	-120.26356	83.21970	13.16364	0.45017	0.11496	-0.94991	0.29061	-0.02689	-0.29541	-0.95499	0.99301	0.10197	-0.05950	
213.73236	-86.74053	945.99107	74.86196	73.98566	-174.64351	0.57588	-0.27467	-0.94817	0.15980	0.02575	-0.17339	-0.98452	0.96119	-0.26630	0.07204		221.38067	-25.32507	1184.85805	-112.89530	82.04591	6.08214	0.36491	0.13760	-0.94844	0.28553	-0.01466	-0.29019	-0.95686	0.99038	0.12748	-0.05384	
217.02401	-85.75807	949.28284	73.78573	73.89877	-173.38977	0.58936	-0.27549	-0.94857	0.15596	0.03193	-0.17117	-0.98472	0.96077	-0.26630	0.07744		223.16709	-24.91525	1188.28553	-110.40696	82.17101	3.69238	0.35050	0.13593	-0.94903	0.28436	-0.00877	-0.28817	-0.95754	0.99068	0.12767	-0.04750	
220.89824	-84.77572	952.75288	72.32888	73.83435	-171.75514	0.59781	-0.27554	-0.94921	0.15190	0.03993	-0.16918	-0.98478	0.96046	-0.26528	0.08451		225.03004	-24.38546	1191.92915	-107.11484	82.44547	0.45321	0.31503	0.13147	-0.94972	0.28416	-0.00104	-0.28678	-0.95799	0.99132	0.12565	-0.03869	
225.27758	-83.85685	956.42873	70.40310	73.81944	-169.69962	0.57834	-0.27417	-0.95015	0.14847	0.04983	-0.16822	-0.98449	0.96039	-0.26252	0.09346		226.97017	-23.71680	1195.73592	-102.88379	82.38191	-3.77648	0.30947	0.13228	-0.94944	0.28473	0.00873	-0.28613	-0.95815	0.99117	0.12923	-0.02956	
230.17197	-83.00077	960.32094	68.22146	73.71306	-167.40511	0.58522	-0.27370	-0.95081	0.14507	0.06115	-0.16773	-0.98394	0.95987	-0.26043	0.10405		229.39701	-22.87023	1199.45590	-99.73238	82.43365	-6.98320	0.34047	0.13070	-0.94923	0.28616	0.01601	-0.28658	-0.95792	0.99129	0.12978	-0.02226	
235.51440	-82.17730	964.46478	65.56029	73.78114	-164.69441	0.56385	-0.26940	-0.95237	0.14286	0.07373	-0.16831	-0.98297	0.96020	-0.25428	0.11556		231.63552	-21.87388	1203.41648	-94.65330	82.28326	-12.15067	0.34784	0.13127	-0.94848	0.28838	0.02826	-0.28720	-0.95745	0.99094	0.13383	-0.01089	
241.20137	-81.30904	968.76371	62.92706	73.64896	-162.08211	0.58771	-0.26787	-0.95299	0.14159	0.08661	-0.17019	-0.98160	0.95955	-0.25067	0.12813		233.90567	-20.77195	1207.59002	-89.09806	82.16553	-17.85234	0.46964	0.12975	-0.94767	0.29168	0.04179	-0.28868	-0.95651	0.99067	0.13629	0.00215	
246.98671	-80.63170	973.45926	60.29384	73.51647	-159.39171	0.61627	-0.26558	-0.95401	0.13906	0.09987	-0.17069	-0.98025	0.95890	-0.24645	0.14061		236.31232	-19.67395	1211.99216	-83.29725	81.98474	-23.82270	0.53082	0.12756	-0.94681	0.29542	0.05632	-0.29045	-0.95523	0.99023	0.13848	0.01627	
252.95211	-79.78219	978.34585	57.42682	73.46667	-156.61536	0.57154	-0.26120	-0.95519	0.13925	0.11295	-0.17351	-0.97833	0.95865	-0.23981	0.15321		238.97076	-18.79823	1216.48434	-74.20515	82.80351	-33.25924	0.71312	0.10475	-0.94757	0.30191	0.06870	-0.29596	-0.95273	0.99212	0.12054	0.03410	
258.87198	-79.17943	983.60259	54.68032	73.30274	-153.87993	0.63145	-0.25797	-0.95625	0.13799	0.12649	-0.17502	-0.97641	0.95784	-0.23443	0.16611		241.54431	-17.13550	1221.25709	-75.30871	81.02090	-32.20368	0.53786	0.13206	-0.94362	0.30354	0.08318	-0.29459	-0.95200	0.98775	0.15097	0.03958	
264.74288	-78.57991	988.94156	52.06126	73.10218	-151.35226	0.61170	-0.25508	-0.95700	0.13815	0.13935	-0.17777	-0.97415	0.95682	-0.22924	0.17871		244.09374	-15.74346	1226.23181	-72.01169	80.34218	-35.79956	0.45695	0.13607	-0.94114	0.30943	0.09813	-0.29800	-0.94951	0.98583	0.15956	0.05181	
270.39115	-78.11996	994.32501	49.97440	72.60986	-149.41507	0.62540	-0.25730	-0.95632	0.13872	0.15207	-0.18184	-0.97150	0.95429	-0.22887	0.19222		246.55087	-14.24600	1231.11594	-67.13264	80.13564	-41.00058	0.46798	0.12929	-0.94005	0.31556	0.11239	-0.30229	-0.94657	0.98522	0.15785	0.06657	
275.83096	-77.82433	999.73511	48.23856	72.00756	-147.88058	0.62352	-0.26161	-0.95498	0.13991	0.16423	-0.18689	-0.96856	0.95110	-0.23041	0.20573		249.12333	-12.76518	1235.78583	-63.06863	79.90618	-45.37851	0.54349	0.12311	-0.93892	0.32135	0.12474	-0.30661	-0.94363	0.98452	0.15625	0.07938	
281.00737	-77.62147	1005.08149	46.95924	71.24710	-146.80080	0.60078	-0.26901	-0.95282	0.14061	0.17603	-0.19217	-0.96545	0.94691	-0.23496	0.21942		251.18918	-11.26848	1240.60571	-56.66493	80.94611	-52.17952	0.59154	0.09649	-0.94002	0.32720	0.12431	-0.31478	-0.94099	0.98754	0.13147	0.08648	
285.88587	-77.47547	1010.33755	46.20080	70.29020	-146.28162	0.59057	-0.28052	-0.94939	0.14131	0.18721	-0.19851	-0.96205	0.94141	-0.24342	0.23343		253.93993	-9.56240	1245.11711	-54.62954	80.13815	-54.53822	0.36597	0.09937	-0.93757	0.33330	0.13950	-0.31852	-0.93759	0.98522	0.13966	0.09914	
290.47182	-77.39998	1015.45619	45.63880	69.31824	-145.95842	0.60168	-0.29265	-0.94565	0.14180	0.19771	-0.20493	-0.95860	0.93556	-0.25250	0.24693		255.86535	-8.07896	1249.54837	-45.79572	80.30579	-63.68242	0.31250	0.07465	-0.93823	0.33786	0.15094	-0.32427	-0.93384	0.98572	0.12071	0.11740	
294.83683	-77.30539	1020.27926	45.61717	68.11433	-146.17293	0.60316	-0.30966	-0.94029	0.14132	0.20751	-0.21187	-0.95501	0.92793	-0.26640	0.26072		257.97874	-6.58079	1253.68634	-39.80146	80.26031	-70.00617	0.31291	0.05784	-0.93768	0.34265	0.15898	-0.33019	-0.93043	0.98559	0.10829	0.12997	
298.93886	-77.40508	1025.06139	46.17446	66.75604	-146.80128	0.78770	-0.33023	-0.93385	0.13738	0.21609	-0.21647	-0.95207	0.91883	-0.28472	0.27328		260.04650	-5.08014	1257.58300	-34.24889	80.11758	-75.87466	0.31812	0.04188	-0.93691	0.34704	0.16644	-0.33595	-0.92706	0.98516	0.09659	0.14187	
302.70870	-77.06130	1029.32764	45.11481	66.25092	-146.11476	0.61519	-0.33433	-0.93182	0.14120	0.22454	-0.22426	-0.94831	0.91532	-0.28534	0.28420		262.05973	-3.64799	1261.24374	-29.63248	79.89054	-80.78876	0.31603	0.02810	-0.93592	0.35108	0.17327	-0.34134	-0.92383	0.98447	0.08679	0.15257	
306.22777	-76.84221	1033.43764	44.69144	65.55996	-145.87814	0.58219	-0.34251	-0.92883	0.14127	0.23209	-0.22936	-0.94527	0.91039	-0.29098	0.29413		263.92977	-2.52464	1264.60129	-19.41816	79.82967	-91.22650	0.53225	-0.00378	-0.93590	0.35225	0.17653	-0.34735	-0.92097	0.98429	0.05870	0.16653	
309.50025	-76.53068	1037.33822	44.34854	64.96494	-145.64777	0.60246	-0.34936	-0.92640	0.14047	0.23879	-0.23299	-0.94271	0.90605	-0.29581	0.30261		265.56917	-1.27109	1267.92018	-16.35850	79.53651	-94.39392	0.50607	-0.01391	-0.93548	0.35311	0.18108	-0.34966	-0.91921	0.98337	0.05115	0.17426	
312.50505	-76.12412	1040.92124	44.00451	64.51829	-145.37154	0.58628	-0.35401	-0.92478	0.13952	0.24448	-0.23550	-0.94062	0.90272	-0.29888	0.30945		267.14679	-0.18876	1271.07818	-15.06418	79.20711	-95.81882	0.45353	-0.01898	-0.93478	0.35473	0.18629	-0.35189	-0.91732	0.98231	0.04867	0.18082	
315.21223	-75.60265	1044.15647	43.63775	64.08819	-145.07446	0.63083	-0.35828	-0.92326	0.13863	0.25018	-0.23800	-0.93849	0.89947	-0.30156	0.31626		268.68402	0.77358	1273.88883	-15.04761	78.97810	-95.96466	0.48070	-0.01987	-0.93400	0.35672	0.19015	-0.35380	-0.91579	0.98155	0.04964	0.18463	
317.66912	-75.08853	1047.09433	43.38964	63.73976	-144.81192	0.63748	-0.36160	-0.92225	0.13674	0.25497	-0.23889	-0.93697	0.89679	-0.30394	0.32153		270.01221	1.66540	1276.46292	-14.39946	78.72315	-96.67461	0.47483	-0.02273	-0.93367	0.35740	0.19422	-0.35481	-0.91454	0.98069	0.04863	0.18941	
319.83993	-74.51494	1049.63682	42.99452	63.53085	-144.44460	0.64385	-0.36261	-0.92194	0.13614	0.25918	-0.24008	-0.93551	0.89517	-0.30395	0.32600		271.22558	2.46580	1278.76087	-14.32358	78.49560	-96.84068	0.47938	-0.02376	-0.93314	0.35872	0.19802	-0.35611	-0.91322	0.97991	0.04934	0.19324	
321.79326	-74.01684	1051.85858	42.56941	63.48414	-144.05669	0.61060	-0.36144	-0.92236	0.13643	0.26206	-0.24092	-0.93450	0.89481	-0.30201	0.32879		272.31773	3.18880	1280.72376	-14.27199	78.30329	-96.95379	0.48708	-0.02454	-0.93278	0.35961	0.20124	-0.35696	-0.91218	0.97923	0.04998	0.19647	
323.35751	-73.51403	1053.63721	42.30942	63.25394	-143.83586	0.61315	-0.36333	-0.92169	0.13594	0.26557	-0.24232	-0.93314	0.89301	-0.30294	0.33281		273.32988	3.81943	1282.29856	-13.90840	78.18520	-97.35683	0.49456	-0.02622	-0.93256	0.36005	0.20306	-0.35764	-0.91152	0.97881	0.04922	0.19875	
324.76187	-73.36701	1055.27070	43.05050	62.66174	-144.40652	0.77467	-0.37344	-0.91842	0.13054	0.26729	-0.24128	-0.93292	0.88831	-0.31350	0.33559		274.28407	4.40724	1283.56558	-13.75903	78.08479	-97.56614	0.55665	-0.02719	-0.93221	0.36090	0.20467	-0.35858	-0.91079	0.97845	0.04911	0.20054	
325.86675	-72.91601	1056.23549	42.65724	62.64701	-144.18614	0.63254	-0.37260	-0.91839	0.13318	0.26886	-0.24419	-0.93171	0.88819	-0.31134	0.33790		275.16152	4.94546	1284.52798	-12.77831	78.01272	-98.60661	0.56891	-0.03108	-0.93187	0.36145	0.20536	-0.35986	-0.91013	0.97819	0.04594	0.20255	
326.75815	-72.67195	1056.94195	42.77468	62.42908	-144.35687	0.62331	-0.37614	-0.91696	0.13303	0.26972	-0.24571	-0.93106	0.88644	-0.31433	0.33974		275.87325	5.38649	1285.15534	-10.69761	77.89943	-100.70873	0.49987	-0.03895	-0.93178	0.36092	0.20598	-0.36093	-0.90956	0.97778	0.03891	0.20599	
327.40506	-72.53095	1057.25392	43.25294	62.06057	-144.83435	0.64089	-0.38303	-0.91435	0.13136	0.26985	-0.24676	-0.93075	0.88344	-0.32105	0.34125		276.39275	5.74616	1285.43841	-7.40702	77.67559	-103.94936	0.41253	-0.05145	-0.93205	0.35866	0.20715	-0.36128	-0.90915	0.97695	0.02752	0.21167	
327.78485	-72.24935	1057.00134	43.64698	61.71315	-145.30118	0.65468	-0.38961	-0.91162	0.13096	0.26977	-0.24892	-0.93020	0.88059	-0.32708	0.34291		277.04663	6.02950	1285.28592	-5.89222	77.67318	-105.46407	0.41382	-0.05692	-0.93196	0.35805	0.20576	-0.36189	-0.90923	0.97695	0.02192	0.21236	
327.88211	-72.08297	1056.35238	44.17700	61.49011	-145.75903	0.72557	-0.39458	-0.90978	0.12887	0.26857	-0.24832	-0.93070	0.87873	-0.33263	0.34232		277.59951	6.27675	1284.67746	-4.55026	77.70173	-106.76859	0.41164	-0.06145	-0.93210	0.35696	0.20394	-0.36181	-0.90967	0.97705	0.01690	0.21233	
327.78430	-71.73666	1055.08720	44.62612	61.39635	-146.17023	0.70017	-0.39769	-0.90855	0.12797	0.26653	-0.24785	-0.93141	0.87795	-0.33631	0.34073		278.09705	6.43112	1283.68173	-3.76094	77.81365	-107.49990	0.41117	-0.06348	-0.93238	0.35585	0.20132	-0.36120	-0.91049	0.97747	0.01385	0.21064	
327.50482	-71.25108	1053.33957	45.03017	61.46043	-146.55489	0.65649	-0.39865	-0.90811	0.12813	0.26331	-0.24717	-0.93251	0.87849	-0.33801	0.33765		278.52533	6.52813	1282.24081	-2.83336	77.94978	-108.30849	0.40643	-0.06558	-0.93303	0.35376	0.19820	-0.35964	-0.91180	0.97796	0.01032	0.20851	
327.02744	-70.68932	1051.12157	45.51669	61.53624	-146.96689	0.66696	-0.39956	-0.90780	0.12751	0.25981	-0.24553	-0.93392	0.87912	-0.34003	0.33396		278.92130	6.51274	1280.36423	-2.34565	78.14951	-108.64491	0.38437	-0.06565	-0.93392	0.35141	0.19458	-0.35739	-0.91346	0.97869	0.00840	0.20519	
326.36164	-70.07275	1048.45078	46.14414	61.62524	-147.45763	0.65933	-0.40062	-0.90754	0.12601	0.25564	-0.24278	-0.93579	0.87986	-0.34269	0.32927		279.28703	6.46138	1278.08971	-1.99558	78.39300	-108.83028	0.39455	-0.06494	-0.93490	0.34893	0.19043	-0.35485	-0.91532	0.97955	0.00701	0.20108	
325.52153	-69.46414	1045.35819	46.78859	61.77856	-147.95943	0.65287	-0.40085	-0.90761	0.12474	0.25087	-0.23970	-0.93787	0.88113	-0.34465	0.32378		279.62017	6.34156	1275.51514	-1.48138	78.68306	-109.14699	0.40176	-0.06436	-0.93605	0.34593	0.18538	-0.35183	-0.91752	0.98056	0.00507	0.19617	
324.54146	-69.11006	1042.02012	47.97948	61.82067	-148.79584	0.75259	-0.40391	-0.90692	0.11980	0.24466	-0.23328	-0.94113	0.88147	-0.35082	0.31611		279.97309	6.16723	1272.59756	-1.21283	79.01696	-109.20987	0.39378	-0.06269	-0.93727	0.34292	0.17991	-0.34858	-0.91985	0.98168	0.00403	0.19048	
323.26133	-68.25672	1038.02517	48.17604	62.42511	-149.00090	0.62017	-0.39679	-0.90965	0.12288	0.23841	-0.23140	-0.94319	0.88641	-0.34496	0.30869		280.26763	5.95878	1269.23553	-1.44325	79.43402	-108.76328	0.41174	-0.05898	-0.93859	0.33995	0.17362	-0.34500	-0.92240	0.98304	0.00462	0.18331	
321.78150	-67.59302	1033.80110	49.05731	62.69937	-149.75311	0.64015	-0.39622	-0.90994	0.12254	0.23104	-0.22798	-0.94586	0.88861	-0.34646	0.30056		280.54417	5.70970	1265.66426	-1.26383	79.87658	-108.70387	0.42050	-0.05637	-0.94000	0.33650	0.16649	-0.34117	-0.92514	0.98443	0.00388	0.17573	
320.07040	-66.95199	1029.30038	49.99590	63.02375	-150.55093	0.62295	-0.39501	-0.91050	0.12227	0.22302	-0.22416	-0.94869	0.89119	-0.34747	0.29161		280.94333	5.36106	1261.86170	-2.72793	80.38856	-107.10980	0.36900	-0.04912	-0.94085	0.33523	0.15958	-0.33872	-0.92726	0.98596	0.00795	0.16678	
318.23631	-66.46805	1024.80762	51.39691	63.27015	-151.73520	0.72641	-0.39616	-0.91021	0.12074	0.21299	-0.21901	-0.95219	0.89314	-0.35150	0.28063		281.31905	5.18073	1257.80337	-3.66447	81.00980	-105.99355	0.39631	-0.04306	-0.94193	0.33303	0.15022	-0.33565	-0.92993	0.98772	0.00999	0.15595	
316.01175	-65.63980	1019.94254	52.04198	63.86024	-152.42395	0.59158	-0.39051	-0.91215	0.12445	0.20395	-0.21754	-0.95451	0.89772	-0.34737	0.27098		281.54245	4.95537	1253.69683	-3.49536	81.56618	-105.92970	0.37874	-0.04025	-0.94326	0.32961	0.14103	-0.33194	-0.93270	0.98919	0.00894	0.14639	
313.74458	-65.06243	1015.15996	53.09470	64.45647	-153.45320	0.57259	-0.38574	-0.91378	0.12730	0.19271	-0.21474	-0.95747	0.90226	-0.34480	0.25893		281.80629	4.84798	1249.49509	-4.14984	82.20425	-105.08784	0.37321	-0.03531	-0.94433	0.32709	0.13097	-0.32884	-0.93526	0.99076	0.00982	0.13529	
311.28951	-64.54435	1010.40717	54.26228	65.02306	-154.60718	0.55329	-0.38146	-0.91517	0.13023	0.18107	-0.21213	-0.96032	0.90648	-0.34274	0.24663		282.08067	4.95295	1245.16632	-3.37895	82.92232	-105.62125	0.43978	-0.03318	-0.94564	0.32352	0.11866	-0.32514	-0.93819	0.99238	0.00726	0.12300	
308.67944	-64.00568	1005.65243	55.47045	65.61642	-155.84492	0.57649	-0.37670	-0.91660	0.13395	0.16894	-0.21015	-0.96296	0.91080	-0.34011	0.23401		282.33922	5.06080	1240.91426	-5.49809	83.69067	-103.37656	0.46295	-0.02542	-0.94636	0.32210	0.10691	-0.32293	-0.94036	0.99394	0.01053	0.10939	
305.93321	-63.53870	1001.06545	56.67913	66.29755	-157.12021	0.56129	-0.37036	-0.91850	0.13853	0.15629	-0.20863	-0.96543	0.91565	-0.33590	0.22082		282.61321	5.21939	1236.74135	-8.43448	84.45245	-100.35351	0.47465	-0.01737	-0.94684	0.32123	0.09510	-0.32139	-0.94216	0.99532	0.01418	0.09563	
303.08663	-63.11154	996.66863	57.97540	66.94928	-158.50233	0.57109	-0.36431	-0.92019	0.14330	0.14349	-0.20750	-0.96765	0.92016	-0.33196	0.20763		282.86332	5.41551	1232.74779	-13.71139	85.20949	-95.04688	0.47609	-0.00735	-0.94696	0.32128	0.08319	-0.32075	-0.94350	0.99651	0.01980	0.08113	
300.18395	-62.76007	992.43056	59.29851	67.75009	-159.93509	0.56796	-0.35566	-0.92268	0.14887	0.12991	-0.20654	-0.96977	0.92554	-0.32558	0.19332		283.10515	5.69526	1228.77016	-21.35212	85.92408	-87.37266	0.48224	0.00326	-0.94703	0.32113	0.07100	-0.32010	-0.94472	0.99747	0.02588	0.06620	
297.18873	-62.52753	988.49097	60.74059	68.42164	-161.46727	0.62675	-0.34870	-0.92455	0.15365	0.11690	-0.20556	-0.97164	0.92992	-0.32085	0.17975		283.31589	6.03239	1224.97160	-32.59117	86.53732	-76.13625	0.48431	0.01447	-0.94682	0.32143	0.05864	-0.32011	-0.94556	0.99817	0.03253	0.05089	
294.20473	-62.32976	984.66349	62.17952	69.17743	-163.09172	0.60903	-0.34011	-0.92665	0.16014	0.10339	-0.20610	-0.97305	0.93469	-0.31439	0.16590		283.52187	6.45791	1221.25510	-47.23700	86.99304	-61.51999	0.48446	0.02501	-0.94641	0.32200	0.04611	-0.32067	-0.94607	0.99862	0.03851	0.03562	
291.22982	-62.19063	981.11953	63.75910	69.81878	-164.86559	0.61941	-0.33302	-0.92811	0.16643	0.09007	-0.20701	-0.97418	0.93861	-0.30944	0.15254		283.69179	6.85654	1217.75408	-65.49082	87.16754	-43.30080	0.50279	0.03596	-0.94589	0.32250	0.03389	-0.32136	-0.94635	0.99878	0.04496	0.02050	
288.32793	-62.08508	977.77217	65.38279	70.43864	-166.78891	0.60902	-0.32596	-0.92917	0.17436	0.07652	-0.20975	-0.97476	0.94228	-0.30439	0.13947		283.86772	7.29327	1214.42530	-82.83928	87.17211	-26.03676	0.48926	0.04433	-0.94514	0.32366	0.02166	-0.32299	-0.94615	0.99878	0.04895	0.00615	
285.51152	-62.17840	974.76673	67.04425	71.09148	-168.60464	0.63087	-0.31767	-0.93100	0.17977	0.06403	-0.21022	-0.97556	0.94604	-0.29839	0.12639		284.01033	7.82249	1211.31074	-98.08189	86.86121	-10.88904	0.51635	0.05377	-0.94423	0.32488	0.01034	-0.32481	-0.94572	0.99850	0.05421	-0.00770	
282.81070	-62.19579	971.92656	68.65685	71.62746	-170.43898	0.61462	-0.31082	-0.93211	0.18590	0.05235	-0.21208	-0.97585	0.94903	-0.29358	0.11472		284.14256	8.36028	1208.29522	-109.65723	86.41383	0.57279	0.54455	0.06255	-0.94319	0.32630	-0.00063	-0.32698	-0.94503	0.99804	0.05890	-0.02104	
280.28840	-62.23257	969.24352	70.33639	72.11114	-172.34958	0.62533	-0.30444	-0.93298	0.19201	0.04089	-0.21420	-0.97593	0.95165	-0.28926	0.10336		284.37297	8.66269	1205.56431	-116.80561	85.81654	7.43253	0.52494	0.07234	-0.94102	0.33053	-0.00944	-0.33203	-0.94322	0.99734	0.06511	-0.03290	
277.85558	-62.29882	966.78669	71.88845	72.51488	-174.13589	0.62614	-0.29889	-0.93355	0.19785	0.03070	-0.21662	-0.97577	0.95379	-0.28557	0.09340		284.28780	9.23483	1202.87882	-121.18487	85.01968	11.70949	0.57868	0.08501	-0.93962	0.33149	-0.01762	-0.33406	-0.94239	0.99622	0.07427	-0.04495	
275.54881	-62.40559	964.43172	73.38157	72.85214	-175.88295	0.62595	-0.29408	-0.93380	0.20378	0.02117	-0.21952	-0.97538	0.95555	-0.28252	0.08432		284.27050	9.83401	1200.24865	-125.88805	84.56126	16.26811	0.59456	0.09099	-0.93844	0.33325	-0.02655	-0.33680	-0.94120	0.99550	0.07679	-0.05556	
273.37493	-62.47788	962.21577	74.80283	73.13235	-177.53131	0.63450	-0.28989	-0.93395	0.20906	0.01250	-0.22212	-0.97494	0.95698	-0.28001	0.07606		284.18675	10.43453	1197.75082	-129.66972	84.11266	19.89763	0.60507	0.09645	-0.93723	0.33511	-0.03491	-0.33966	-0.93990	0.99473	0.07895	-0.06548	
271.29646	-62.53826	960.04801	76.09688	73.31403	-179.07237	0.62160	-0.28709	-0.93360	0.21442	0.00465	-0.22520	-0.97430	0.95789	-0.27871	0.06899		283.99895	11.03107	1195.31488	-132.52277	83.76160	22.58825	0.63025	0.10033	-0.93605	0.33725	-0.04174	-0.34262	-0.93855	0.99408	0.08009	-0.07345	
269.33455	-62.66939	958.03916	77.32736	73.46126	179.48032	0.60643	-0.28465	-0.93325	0.21914	-0.00258	-0.22785	-0.97369	0.95863	-0.27773	0.06245		283.73245	11.65806	1192.98703	-135.23088	83.42828	25.15867	0.62684	0.10359	-0.93507	0.33898	-0.04865	-0.34517	-0.93728	0.99343	0.08060	-0.08125	
267.50812	-62.64739	956.01748	78.34081	73.47466	178.17499	0.56599	-0.28430	-0.93200	0.22483	-0.00906	-0.23189	-0.97270	0.95869	-0.27857	0.05748		283.41478	12.28374	1190.70909	-137.46028	83.12622	27.23651	0.63237	0.10641	-0.93403	0.34098	-0.05477	-0.34791	-0.93593	0.99281	0.08092	-0.08818	
265.74911	-62.79693	954.20590	79.30866	73.48589	177.08598	0.61530	-0.28388	-0.93146	0.22759	-0.01445	-0.23317	-0.97233	0.95875	-0.27932	0.05273		283.06241	12.79473	1188.53050	-139.88506	82.97913	29.54036	0.64705	0.10634	-0.93341	0.34268	-0.06026	-0.35005	-0.93479	0.99250	0.07876	-0.09348	
264.08857	-62.88341	952.43406	80.04696	73.35835	176.14648	0.61999	-0.28574	-0.92995	0.23142	-0.01925	-0.23587	-0.97159	0.95811	-0.28207	0.04950		282.66806	13.32568	1186.52646	-141.73572	82.77432	31.26176	0.64867	0.10752	-0.93263	0.34445	-0.06527	-0.35233	-0.93360	0.99206	0.07789	-0.09876	
