NO_OF_FRAMES	2500
NO_OF_CAMERAS	11
NO_OF_MARKERS	42
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-02-26, 13:55:50.731	425673.14397750
DATA_INCLUDED	3D
MARKER_NAMES	maxSkeleton_HeadL	maxSkeleton_HeadTop	maxSkeleton_HeadR	maxSkeleton_HeadFront	maxSkeleton_LShoulderTop	maxSkeleton_LShoulderBack	maxSkeleton_LArm	maxSkeleton_LElbowOut	maxSkeleton_LWristOut	maxSkeleton_LWristIn	maxSkeleton_LHandOut	maxSkeleton_RShoulderTop	maxSkeleton_RShoulderBack	maxSkeleton_RArm	maxSkeleton_RElbowOut	maxSkeleton_RWristOut	maxSkeleton_RWristIn	maxSkeleton_RHandOut	maxSkeleton_Chest	maxSkeleton_SpineTop	maxSkeleton_BackL	maxSkeleton_BackR	maxSkeleton_WaistLFront	maxSkeleton_WaistLBack	maxSkeleton_WaistRBack	maxSkeleton_WaistRFront	maxSkeleton_LThigh	maxSkeleton_LKneeOut	maxSkeleton_LShin	maxSkeleton_LAnkleOut	maxSkeleton_LHeelBack	maxSkeleton_LForefootOut	maxSkeleton_LToeTip	maxSkeleton_LForefootIn	maxSkeleton_RThigh	maxSkeleton_RKneeOut	maxSkeleton_RShin	maxSkeleton_RAnkleOut	maxSkeleton_RHeelBack	maxSkeleton_RForefootOut	maxSkeleton_RToeTip	maxSkeleton_RForefootIn
-42.915	76.510	1585.817	-21.279	-16.180	1660.102	37.518	-75.637	1564.933	109.043	28.185	1649.740	-40.453	166.361	1389.215	-119.599	99.602	1327.169	-93.361	279.820	1276.285	-82.634	383.742	1311.483	-101.565	680.779	1217.578	-15.272	675.274	1232.790	-106.657	719.887	1198.260	-11.867	-137.423	1390.171	-99.486	-105.788	1292.797	-42.417	-271.170	1271.059	25.431	-372.442	1263.347	35.653	-611.099	1149.387	104.378	-613.899	1167.259	28.656	-666.165	1127.737	114.999	51.488	1226.797	-86.209	3.225	1374.004	-103.785	88.909	1117.198	-94.384	-57.910	1103.226	55.445	165.349	869.872	-105.392	115.720	915.206	-83.420	-101.812	931.022	97.801	-87.606	868.729	57.800	129.944	538.571	-6.709	189.356	417.793	-51.864	201.437	257.081	-79.660	202.566	107.003	-129.179	135.359	38.018	0.612	243.236	20.798	66.817	214.716	11.574	40.559	171.220	25.802	67.180	-90.139	556.246	6.710	-178.114	425.492	-40.323	-198.641	282.586	-84.495	-205.860	113.517	-139.428	-158.008	31.040	23.647	-212.707	22.822	71.617	-196.488	11.180	40.511	-139.654	29.551
-43.445	76.836	1585.598	-21.824	-15.509	1660.280	37.223	-75.291	1565.467	108.454	28.951	1650.003	-40.434	166.272	1389.237	-119.595	99.520	1327.148	-93.167	279.819	1276.336	-82.341	383.753	1311.607	-100.421	680.986	1218.031	-14.202	675.174	1233.192	-105.405	720.161	1198.739	-11.974	-137.656	1390.106	-99.498	-105.880	1292.682	-42.449	-271.277	1270.797	25.406	-372.555	1263.030	35.901	-611.070	1148.792	104.574	-613.839	1166.836	28.916	-666.121	1127.062	115.105	51.357	1226.857	-86.255	3.072	1373.999	-103.613	88.856	1117.224	-94.291	-57.939	1103.189	55.512	165.283	869.887	-105.305	115.658	915.245	-83.337	-101.872	931.039	97.871	-87.675	868.742	57.822	129.895	538.562	-6.677	189.305	417.803	-51.850	201.419	257.085	-79.642	202.549	107.028	-129.175	135.359	38.028	0.614	243.252	20.880	66.825	214.692	11.592	40.562	171.213	25.800	67.255	-90.238	556.246	6.770	-178.160	425.456	-40.329	-198.667	282.579	-84.491	-205.894	113.514	-139.417	-158.004	31.036	23.666	-212.722	22.834	71.620	-196.493	11.163	40.516	-139.657	29.559
-43.939	77.155	1585.423	-22.346	-14.888	1660.462	36.952	-74.973	1565.978	107.854	29.685	1650.248	-40.429	166.198	1389.257	-119.595	99.477	1327.070	-92.976	279.807	1276.340	-82.056	383.743	1311.663	-99.330	681.149	1218.432	-13.078	675.063	1233.701	-104.108	720.330	1199.233	-12.070	-137.875	1390.063	-99.510	-105.960	1292.576	-42.434	-271.384	1270.605	25.389	-372.650	1262.719	36.098	-610.988	1148.211	104.766	-613.756	1166.310	29.206	-665.998	1126.429	115.196	51.241	1226.956	-86.290	2.954	1373.952	-103.441	88.812	1117.207	-94.180	-57.959	1103.103	55.584	165.200	869.909	-105.228	115.585	915.249	-83.264	-101.930	931.051	97.948	-87.725	868.758	57.863	129.835	538.571	-6.631	189.274	417.801	-51.794	201.390	257.103	-79.622	202.531	107.015	-129.152	135.345	38.043	0.653	243.237	20.795	66.853	214.698	11.601	40.594	171.211	25.808	67.314	-90.306	556.245	6.790	-178.202	425.478	-40.268	-198.689	282.581	-84.472	-205.905	113.520	-139.409	-157.963	31.062	23.675	-212.708	22.828	71.628	-196.491	11.187	40.534	-139.660	29.577
-44.461	77.441	1585.229	-22.858	-14.298	1660.649	36.969	-74.773	1566.306	107.195	30.356	1650.598	-40.448	166.116	1389.274	-119.598	99.453	1327.012	-92.763	279.830	1276.358	-81.767	383.737	1311.702	-98.150	681.347	1218.883	-12.212	674.894	1234.385	-102.837	720.601	1199.773	-12.209	-138.043	1390.019	-99.535	-106.030	1292.452	-42.468	-271.484	1270.403	25.374	-372.710	1262.407	36.267	-610.917	1147.682	105.056	-613.622	1165.610	29.115	-665.810	1125.960	115.285	51.122	1227.062	-86.331	2.598	1373.874	-103.205	88.780	1117.130	-94.085	-57.946	1103.053	55.819	164.879	869.879	-105.161	115.503	915.253	-83.189	-101.990	931.077	98.004	-87.802	868.776	57.894	129.800	538.564	-6.592	189.236	417.807	-51.795	201.368	257.112	-79.422	202.548	106.952	-129.149	135.319	38.076	0.637	243.267	20.872	67.333	215.315	11.727	40.587	171.228	25.808	67.628	-90.360	556.227	6.968	-178.326	425.344	-40.277	-198.719	282.580	-84.641	-206.117	113.669	-139.409	-157.967	31.061	23.661	-212.688	22.821	71.629	-196.470	11.184	40.528	-139.650	29.564
-44.981	77.728	1585.063	-23.356	-13.724	1660.836	36.528	-74.331	1566.841	106.502	30.822	1650.617	-40.571	165.929	1389.082	-119.546	99.407	1326.904	-92.555	279.793	1276.340	-81.396	383.737	1311.756	-96.963	681.623	1219.382	-11.147	674.668	1234.837	-101.418	720.991	1200.287	-12.352	-138.285	1390.029	-99.559	-106.133	1292.351	-42.450	-271.603	1270.184	25.382	-372.847	1262.179	36.429	-610.879	1147.157	105.155	-613.649	1165.142	29.348	-665.751	1125.261	115.403	50.911	1227.244	-86.354	2.475	1373.825	-103.050	88.749	1117.128	-93.933	-57.994	1102.963	55.984	164.963	869.894	-105.096	115.380	915.286	-83.087	-102.126	931.123	98.244	-87.858	868.803	57.768	129.713	538.341	-6.626	189.208	417.785	-52.001	201.234	256.885	-79.593	202.635	106.997	-129.471	134.795	38.029	0.660	243.327	20.800	67.209	215.449	11.762	40.109	170.846	25.634	67.273	-90.353	556.043	6.655	-178.192	425.436	-40.426	-198.754	282.417	-85.066	-206.120	113.600	-139.532	-157.999	31.116	23.305	-213.037	22.368	71.214	-196.870	10.884	40.126	-139.979	29.469
-45.498	77.996	1584.885	-23.846	-13.185	1660.993	36.251	-73.978	1567.333	106.247	31.649	1650.981	-40.564	165.867	1389.065	-119.561	99.361	1326.813	-92.400	279.787	1276.371	-80.803	383.701	1311.623	-95.805	681.782	1219.877	-9.905	674.634	1235.642	-100.136	721.238	1200.824	-12.483	-138.452	1390.002	-99.571	-106.171	1292.207	-42.452	-271.664	1269.958	25.419	-372.863	1261.936	36.549	-610.781	1146.609	105.355	-613.382	1164.582	29.545	-665.663	1124.569	115.458	50.804	1227.319	-86.463	2.392	1373.787	-102.837	88.763	1117.049	-93.805	-58.011	1102.916	55.859	164.644	869.911	-104.998	115.284	915.302	-82.985	-102.188	931.128	98.269	-88.155	868.903	57.981	129.671	538.616	-6.584	189.152	417.782	-51.880	201.308	257.161	-79.601	202.626	106.977	-129.096	135.608	38.106	0.615	243.344	20.839	67.189	215.449	11.751	40.562	171.437	25.836	67.388	-90.476	556.304	6.669	-178.293	425.658	-40.316	-198.679	282.561	-84.871	-205.755	113.597	-139.585	-158.014	31.136	23.591	-212.521	22.569	71.548	-196.324	11.260	40.434	-139.448	29.567
-45.986	78.267	1584.726	-24.344	-12.633	1661.136	35.945	-73.646	1567.754	105.720	32.279	1651.150	-40.599	165.770	1389.088	-119.573	99.334	1326.746	-92.230	279.797	1276.413	-80.563	383.645	1311.704	-94.658	681.989	1220.448	-8.826	674.515	1236.314	-98.884	721.492	1201.517	-12.641	-138.552	1389.979	-99.615	-106.196	1292.103	-42.472	-271.693	1269.766	25.429	-372.888	1261.731	36.625	-610.682	1146.084	105.455	-613.213	1164.005	29.685	-665.483	1123.883	115.564	50.725	1227.413	-86.554	2.290	1373.715	-102.643	88.742	1116.976	-93.665	-57.996	1102.834	55.925	164.572	869.922	-104.917	115.175	915.321	-82.873	-102.288	931.126	98.353	-88.273	868.915	58.026	129.603	538.633	-6.591	189.103	417.758	-51.867	201.324	257.189	-79.590	202.621	106.959	-129.087	135.650	38.094	0.648	243.345	20.766	67.199	215.476	11.765	40.593	171.479	25.848	67.430	-90.534	556.317	6.664	-178.312	425.687	-40.295	-198.695	282.550	-84.880	-205.700	113.584	-139.607	-158.051	31.155	23.604	-212.482	22.515	71.551	-196.287	11.263	40.448	-139.427	29.585
-46.483	78.549	1584.615	-24.837	-12.140	1661.291	35.639	-73.353	1568.157	105.177	32.896	1651.318	-40.625	165.709	1389.154	-119.575	99.312	1326.687	-92.057	279.800	1276.445	-80.325	383.645	1311.844	-93.579	682.184	1221.055	-7.774	674.422	1236.968	-97.592	721.750	1202.081	-12.784	-138.648	1389.986	-99.637	-106.221	1292.026	-42.464	-271.720	1269.644	25.419	-372.898	1261.565	36.706	-610.566	1145.639	105.513	-613.111	1163.545	29.779	-665.346	1123.223	115.666	50.625	1227.541	-86.645	2.278	1373.711	-102.493	88.778	1116.962	-93.541	-57.969	1102.795	56.009	164.443	869.931	-104.803	115.091	915.331	-82.769	-102.356	931.165	98.439	-88.361	868.947	58.044	129.518	538.653	-6.572	189.053	417.771	-51.865	201.273	257.208	-79.622	202.647	107.026	-129.091	135.677	38.106	0.625	243.361	20.800	67.176	215.468	11.776	40.582	171.519	25.873	67.457	-90.572	556.349	6.690	-178.364	425.705	-40.276	-198.716	282.572	-84.880	-205.686	113.584	-139.618	-158.030	31.152	23.596	-212.448	22.532	71.549	-196.263	11.293	40.445	-139.387	29.591
-46.971	78.777	1584.473	-25.297	-11.637	1661.460	35.295	-73.089	1568.558	104.681	33.461	1651.508	-40.661	165.624	1389.197	-119.594	99.305	1326.652	-91.893	279.824	1276.532	-80.106	383.633	1311.975	-92.583	682.340	1221.603	-6.788	674.340	1237.662	-96.431	722.037	1202.806	-12.916	-138.736	1390.002	-99.697	-106.218	1291.974	-42.494	-271.743	1269.535	25.417	-372.903	1261.409	36.712	-610.468	1145.209	105.545	-612.998	1163.103	29.843	-665.188	1122.658	115.758	50.550	1227.661	-86.720	2.208	1373.714	-102.268	88.768	1116.952	-93.403	-57.981	1102.755	56.127	164.370	869.966	-104.696	114.988	915.372	-82.636	-102.448	931.223	98.526	-88.457	868.971	58.072	129.439	538.643	-6.567	188.990	417.811	-51.897	201.255	257.262	-79.652	202.626	107.015	-129.061	135.688	38.106	0.611	243.340	20.824	67.152	215.485	11.788	40.591	171.528	25.899	67.499	-90.627	556.355	6.707	-178.413	425.718	-40.278	-198.738	282.592	-84.880	-205.654	113.582	-139.630	-158.061	31.180	23.595	-212.442	22.546	71.528	-196.247	11.336	40.442	-139.371	29.615
-47.461	79.002	1584.425	-25.780	-11.227	1661.598	34.952	-72.831	1568.951	104.145	34.016	1651.674	-40.660	165.572	1389.248	-119.606	99.299	1326.615	-91.827	279.865	1276.640	-79.918	383.625	1312.113	-91.594	682.616	1222.311	-5.844	674.263	1238.338	-95.306	722.275	1203.499	-13.022	-138.796	1390.023	-99.721	-106.224	1291.922	-42.516	-271.771	1269.444	25.392	-372.938	1261.279	36.713	-610.351	1144.824	105.556	-612.924	1162.722	29.854	-665.053	1122.081	115.852	50.511	1227.756	-86.807	2.166	1373.710	-102.097	88.789	1116.937	-93.276	-57.958	1102.755	56.233	164.275	869.981	-104.562	114.896	915.374	-82.511	-102.565	931.263	98.616	-88.544	868.964	58.106	129.342	538.648	-6.546	188.922	417.822	-51.858	201.236	257.265	-79.636	202.636	107.065	-129.074	135.695	38.083	0.634	243.312	20.825	67.153	215.486	11.792	40.599	171.513	25.910	67.520	-90.688	556.341	6.716	-178.439	425.715	-40.268	-198.766	282.586	-84.887	-205.663	113.570	-139.623	-158.046	31.175	23.593	-212.455	22.550	71.535	-196.262	11.353	40.432	-139.368	29.619
